Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS21, L1, 5Mn
Exported On:,2022/08/24,11:05
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO2 (ppb), NOx (ppb), NO (ppb), O3 (ppb), NMHC (ppm), CH4 (ppm), THC (ppm), PM2.5 (ug/m3), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp (deg. C)
2022-06-07 10:00:00,1.32,0.27,0.61,0.88,0.28,36.97,0.003,1.99,2,3.82,8.41,170.9,27,19.24
2022-06-07 10:05:00,1.35,0.21,0.63,0.85,0.22,37.78,0.007,1.99,1.99,3.97,9.72,204.1,27,19.4
2022-06-07 10:10:00,1.26,0.24,0.65,0.88,0.23,37.55,0.003,1.98,1.99,3.96,7.55,208.9,27,19.05
2022-06-07 10:15:00,1.36,0.31,0.96,1.19,0.23,37.65,0.002,1.99,1.99,4.01,8.62,133.2,28,18.67
2022-06-07 10:20:00,1.59,0.22,1.15,1.47,0.33,36.58,0.005,1.99,2,4.18,8.69,120.5,31,18.33
2022-06-07 10:25:00,1.78,0.32,0.98,1.33,0.36,36.05,0.005,1.99,2,4.15,7.85,123.4,30,18.77
2022-06-07 10:30:00,1.94,0.26,1.1,1.48,0.39,37.11,0.009,2,2.01,4.14,5.74,96.5,28,19.71
2022-06-07 10:35:00,2.21,0.27,1.28,1.78,0.51,35.92,0.007,2.01,2.01,4.17,10.74,133.5,28,20.13
2022-06-07 10:40:00,2.33,0.3,1.41,2.01,0.6,35.56,0.007,2,2.01,3.97,12.03,150,29,19.62
2022-06-07 10:45:00,1.91,0.26,1.11,1.54,0.42,36.3,0.006,2.01,2.01,3.94,11.72,142.4,29,19.94
2022-06-07 10:50:00,2.32,0.27,1.36,1.92,0.56,35.94,0.01,2.01,2.02,4.3,11.69,154.9,28,19.93
2022-06-07 10:55:00,1.44,0.29,1.11,1.55,0.45,37.05,0.007,2,2.01,4.72,11.13,156,28,19.6
2022-06-07 11:00:00,0.99,0.17,0.66,0.94,0.28,37.33,0.005,2,2,4.61,9.06,169.5,28,19.18
2022-06-07 11:05:00,1.18,0.25,1.03,1.57,0.54,37.45,0.005,2,2.01,5.31,8.93,188.9,28,19.03
2022-06-07 11:10:00,0.86,0.31,0.66,0.9,0.24,37.89,0.004,2,2,6.22,7.84,163.5,28,18.85
2022-06-07 11:15:00,0.88,0.24,0.62,0.8,0.18,37.58,0.005,2,2,6.95,6.89,170.1,28,19.2
2022-06-07 11:20:00,1.1,0.24,0.59,0.87,0.27,37.46,0.005,2,2,6.71,11.7,165,27,19.83
2022-06-07 11:25:00,0.97,0.25,0.68,0.96,0.28,38.25,0.006,2,2.01,5.09,9.96,170,26,19.65
2022-06-07 11:30:00,0.83,0.23,0.52,0.75,0.22,38.28,0.004,2.01,2.01,4.8,8.04,186.9,26,20.04
2022-06-07 11:35:00,1.03,0.23,0.61,0.82,0.21,38.9,0.006,2,2.01,4.2,9.58,124.7,26,20.16
2022-06-07 11:40:00,1.13,0.26,0.71,1.07,0.36,38.11,0.006,2.01,2.01,4.41,9.13,124.3,26,20.66
2022-06-07 11:45:00,1.08,0.25,0.63,0.89,0.25,39.16,0.005,2,2.01,4.95,12.98,111.6,25,20.61
2022-06-07 11:50:00,1.35,0.26,0.68,0.97,0.28,39.52,0.004,2,2.01,4.82,8.65,105.9,25,20.54
2022-06-07 11:55:00,1.13,0.25,0.68,0.95,0.27,39.65,0.003,2.01,2.01,4.09,10.01,34.38,25,20.68
2022-06-07 12:00:00,0.92,0.22,0.64,0.87,0.23,39.74,0.002,2.01,2.01,3.76,9.56,59.32,25,20.48
2022-06-07 12:05:00,1.07,0.25,0.57,0.82,0.25,39.84,0.003,2.01,2.01,3.98,9.01,13.29,25,20.56
2022-06-07 12:10:00,0.92,0.26,0.51,0.75,0.25,40.07,0.005,2.01,2.01,4.06,11.02,2.99,25,20.2
2022-06-07 12:15:00,0.88,0.23,0.47,0.67,0.2,39.9,0.003,2.01,2.01,3.94,10.04,1.69,26,19.61
2022-06-07 12:20:00,0.94,0.23,0.39,0.64,0.25,40.49,0.007,2,2.01,3.77,7.85,345.9,25,19.95
2022-06-07 12:25:00,0.87,0.27,0.46,0.67,0.21,41.08,0.002,2,2,3.7,5.3,71.15,24,20.33
2022-06-07 12:30:00,0.66,0.25,0.39,0.58,0.19,41.18,0.004,2,2.01,3.79,6.18,83.8,23,21.15
2022-06-07 12:35:00,0.8,0.24,0.46,0.65,0.19,42.12,0.001,2,2.01,3.87,6.52,131,22,21.1
2022-06-07 12:40:00,0.62,0.22,0.46,0.55,0.09,41.85,0.005,2.01,2.01,4.29,5.89,173,23,20.33
2022-06-07 12:45:00,0.55,0.24,0.46,0.57,0.11,41.72,0.003,2.01,2.01,6.1,7.35,139,24,19.94
2022-06-07 12:50:00,0.59,0.23,0.43,0.58,0.15,41.35,0.003,2.01,2.01,6.56,5.19,156.7,25,19.64
2022-06-07 12:55:00,0.73,0.25,0.47,0.6,0.13,41.22,0.005,2.01,2.01,5.14,5.84,150.2,24,19.73
2022-06-07 13:00:00,0.87,0.28,0.57,0.75,0.18,40.64,0.001,2.01,2.01,5.13,9.55,142,26,20.12
2022-06-07 13:05:00,0.91,0.22,0.48,0.74,0.26,40.35,0.006,2.01,2.01,5.19,10.39,143.4,25,20.65
2022-06-07 13:10:00,0.94,0.27,0.45,0.66,0.21,40.92,0.003,2.01,2.01,4.51,11.01,153.7,24,21.02
2022-06-07 13:15:00,0.85,0.26,0.48,0.69,0.21,41.27,0.002,2.01,2.01,4.25,11.21,114.6,23,21.33
2022-06-07 13:20:00,0.95,0.24,0.49,0.62,0.13,41.7,0.003,2,2.01,4.06,8.49,141.2,23,21.24
2022-06-07 13:25:00,0.93,0.22,0.61,0.83,0.22,41.62,0.006,2,2.01,4.4,8.99,147.4,23,21.38
2022-06-07 13:30:00,1.34,0.19,0.58,0.76,0.17,42.69,0.003,2.01,2.01,4.53,10.53,137.8,22,21.45
2022-06-07 13:35:00,0.99,0.25,0.55,0.78,0.23,42.56,0.004,2.01,2.01,4.16,8.7,104.6,22,21.26
2022-06-07 13:40:00,1.28,0.2,0.56,0.79,0.23,42.75,0.003,2.01,2.01,3.94,10.02,131.7,22,21.16
2022-06-07 13:45:00,1.08,0.22,0.53,0.76,0.23,42.41,0.002,2,2.01,4.02,12.18,137.9,22,21.56
2022-06-07 13:50:00,1.02,0.22,0.55,0.76,0.21,42.31,0.002,2,2,3.98,7.51,110.9,22,21.38
2022-06-07 13:55:00,0.95,0.24,0.59,0.75,0.17,41.8,0.005,2,2.01,3.94,9.76,130.2,23,20.87
2022-06-07 14:00:00,1.08,0.23,0.58,0.76,0.17,41.65,0.003,2.01,2.01,4.09,7.65,125.8,24,20.44
2022-06-07 14:05:00,1.02,0.23,0.47,0.65,0.18,42.19,0.004,2,2.01,4.13,7.54,136.7,24,20.36
2022-06-07 14:10:00,0.98,0.21,0.52,0.71,0.19,42.82,0.001,2,2,4.29,6.96,155.2,23,20.48
2022-06-07 14:15:00,1.17,0.21,0.5,0.73,0.23,42.58,0.004,2.01,2.01,4.62,7.74,130.2,23,20.84
2022-06-07 14:20:00,1.11,0.23,0.62,0.8,0.18,42.25,0.003,2,2.01,4.38,7.61,131.2,23,20.88
2022-06-07 14:25:00,1.09,0.27,0.62,0.78,0.16,41.48,0.002,2.01,2.01,4.12,9.34,136.2,25,20.64
2022-06-07 14:30:00,1.05,0.24,0.55,0.77,0.22,41.75,0.004,2.01,2.01,4.14,8.23,134.9,24,20.78
2022-06-07 14:35:00,1.18,0.26,0.77,0.99,0.22,41.5,0.005,2.01,2.02,4.44,9.37,130.3,24,20.82
2022-06-07 14:40:00,1.35,0.21,0.6,0.83,0.22,42.6,0.002,2.01,2.01,4.26,9.35,128.1,23,20.57
2022-06-07 14:45:00,1.09,0.21,0.69,0.87,0.19,42.27,0.002,2.01,2.01,3.88,5.98,130,24,20.22
2022-06-07 14:50:00,1.03,0.21,0.59,0.77,0.18,41.92,0.002,2.01,2.01,3.58,6.46,140.3,25,20.38
2022-06-07 14:55:00,0.97,0.24,0.52,0.69,0.17,42.31,0.003,2.01,2.01,3.95,8.48,121.7,24,20.5
2022-06-07 15:00:00,0.8,0.22,0.42,0.65,0.23,42.81,0.004,2.01,2.01,4.22,8.54,122,23,20.63
2022-06-07 15:05:00,0.76,0.23,0.53,0.68,0.15,42.91,0.003,2.01,2.01,4.08,7.83,133.3,23,21.05
2022-06-07 15:10:00,0.74,0.2,0.52,0.68,0.16,43.42,0.006,2.01,2.01,3.93,6,111.9,21,21.53
2022-06-07 15:15:00,0.73,0.25,0.48,0.66,0.18,43.24,0.004,2.01,2.01,3.77,10.02,146.1,21,21.72
2022-06-07 15:20:00,0.8,0.2,0.42,0.62,0.2,43.56,0.001,2.01,2.01,3.64,7.95,115.6,21,21.36
2022-06-07 15:25:00,0.77,0.17,0.44,0.61,0.18,43.83,0.005,2,2.01,3.67,5.89,75.5,21,21.55
2022-06-07 15:30:00,0.85,0.24,0.41,0.58,0.16,43.95,0.002,2,2.01,4.02,5.69,225.3,21,21.66
2022-06-07 15:35:00,0.81,0.29,0.46,0.71,0.25,43.74,0.002,2.01,2.01,4.22,10.86,142.7,21,22.03
2022-06-07 15:40:00,0.58,0.21,0.49,0.68,0.19,43.57,0.002,2.01,2.01,4.34,10.3,140.3,22,21.84
2022-06-07 15:45:00,0.8,0.22,0.61,0.83,0.22,43.45,0.005,2.01,2.01,4.97,10.82,137,22,22.03
2022-06-07 15:50:00,0.77,0.22,0.49,0.64,0.15,43.86,0.002,2.01,2.01,5.54,9.24,122.9,22,22.18
2022-06-07 15:55:00,0.61,0.27,0.48,0.65,0.17,44.09,0.002,2.01,2.01,5.11,10.4,142.3,21,22.43
2022-06-07 16:00:00,0.69,0.22,0.83,1.09,0.26,43.68,0.003,2.01,2.01,4.33,11.18,131.1,21,22.2
2022-06-07 16:05:00,0.96,0.21,0.57,0.76,0.19,43.98,0.004,2.01,2.02,4.08,11.99,159.5,22,21.87
2022-06-07 16:10:00,0.79,0.23,0.51,0.72,0.21,44.12,0.004,2.01,2.01,4.48,10.44,160.3,22,22.01
2022-06-07 16:15:00,1.09,0.22,0.6,0.77,0.17,44.13,0.002,2.01,2.01,4.7,9.68,156.6,22,22.18
2022-06-07 16:20:00,0.98,0.21,0.59,0.75,0.17,44.4,0.001,2.01,2.01,4.69,10.82,149.4,22,22.13
2022-06-07 16:25:00,0.72,0.26,0.54,0.73,0.19,44.43,0.005,2.01,2.01,4.82,10.52,116.4,22,22.19
2022-06-07 16:30:00,0.92,0.21,0.54,0.72,0.17,44.69,0.005,2.01,2.01,4.86,9.07,178.7,21,22.18
2022-06-07 16:35:00,0.92,0.2,0.51,0.71,0.2,44.86,0.005,2.01,2.01,4.64,7.2,149.1,22,22.07
2022-06-07 16:40:00,0.94,0.2,0.47,0.67,0.2,44.77,0.008,2.01,2.02,5,6.43,178.5,21,22.19
2022-06-07 16:45:00,0.87,0.24,0.87,1.25,0.38,43.41,0.003,2.01,2.02,5.95,6.87,149.5,22,22
2022-06-07 16:50:00,0.94,0.23,0.52,0.74,0.22,44.19,0.005,2.02,2.02,8.02,7.67,153.3,22,21.7
2022-06-07 16:55:00,0.91,0.29,0.95,1.26,0.32,43.82,0.005,2.01,2.02,7.34,9.23,145.2,24,21.09
2022-06-07 17:00:00,1.2,0.21,0.61,0.8,0.18,44,0.003,2.01,2.02,4.47,8.63,140.2,24,20.95
2022-06-07 17:05:00,1.2,0.18,0.63,0.85,0.21,43.98,0.005,2.01,2.02,4.01,7.86,137.4,24,21.42
2022-06-07 17:10:00,1.17,0.16,0.63,0.79,0.17,44.66,0.002,2.01,2.01,4.12,7.22,152.4,23,21.32
2022-06-07 17:15:00,1.21,0.23,0.63,0.81,0.18,44.53,0.001,2.01,2.01,4.71,9.37,136.2,23,21.63
2022-06-07 17:20:00,0.96,0.23,0.65,0.84,0.19,44.88,0.002,2.01,2.01,5.1,6.82,132,23,21.7
2022-06-07 17:25:00,0.95,0.26,0.6,0.77,0.17,43.94,0.005,2.01,2.01,4.91,8.49,145.8,24,21.66
2022-06-07 17:30:00,1.09,0.26,0.6,0.74,0.14,43.25,0.004,2.01,2.01,4.25,9.17,139.2,25,20.96
2022-06-07 17:35:00,0.8,0.24,0.91,1.14,0.23,42.36,0.003,2.02,2.02,4.45,6.22,145.4,27,20.37
2022-06-07 17:40:00,0.84,0.25,0.65,0.8,0.15,41.42,0.01,2.02,2.03,4.93,6.59,144.5,29,19.84
2022-06-07 17:45:00,1.14,0.26,1.01,1.2,0.19,41.49,0.009,2.03,2.04,7.34,7.4,151,29,19.7
2022-06-07 17:50:00,1.19,0.24,0.93,1.12,0.19,42.21,0.005,2.02,2.02,10.75,6.74,148.5,28,19.77
2022-06-07 17:55:00,1.48,0.22,0.95,1.17,0.22,42.76,0.004,2.02,2.02,10.59,6.43,147.9,27,19.89
2022-06-07 18:00:00,1.23,0.22,0.84,1.03,0.19,42.7,0.004,2.02,2.02,6.64,4.84,133.1,27,19.75
2022-06-07 18:05:00,1.23,0.27,0.87,1.05,0.17,41.02,0.006,2.03,2.03,5.97,4.99,120.5,29,19.54
2022-06-07 18:10:00,0.85,0.25,0.89,1.06,0.17,41.73,0.004,2.02,2.03,6.46,5.32,114.2,29,19.36
2022-06-07 18:15:00,1.13,0.27,0.88,1.09,0.21,41.32,0.003,2.02,2.02,6.77,4.59,103,30,19.23
2022-06-07 18:20:00,1.08,0.21,0.83,1,0.17,42.19,0.003,2.01,2.02,6.19,4.72,103.5,30,18.97
2022-06-07 18:25:00,0.7,0.26,0.72,0.88,0.16,42.03,0.004,2.01,2.01,5.89,3.95,97.9,31,18.76
2022-06-07 18:30:00,0.92,0.23,0.82,0.97,0.15,39.87,0.005,2.02,2.02,5.73,2.79,112.5,34,18.36
2022-06-07 18:35:00,1.06,0.25,0.81,0.96,0.16,39.34,0.006,2.02,2.02,5.75,3.41,104.4,35,18.02
2022-06-07 18:40:00,1.06,0.24,0.77,0.92,0.15,39.93,0.005,2.01,2.02,6.05,2.79,132.9,33,18.38
2022-06-07 18:45:00,0.82,0.23,1.18,1.46,0.28,39.05,0.006,2.02,2.03,8.11,2.88,154.6,31,19.34
2022-06-07 18:50:00,0.91,0.24,1.49,1.83,0.34,40.72,0.008,2.02,2.03,9.5,4,163,29,19.98
2022-06-07 18:55:00,1.41,0.29,0.97,1.21,0.24,41.85,0.008,2.02,2.03,8.92,4.39,144.8,28,20.23
2022-06-07 19:00:00,1.4,0.22,0.94,1.15,0.21,44.03,0.005,2.02,2.02,9.24,6.03,163,25,20.48
2022-06-07 19:05:00,1.37,0.31,1.05,1.24,0.19,44.29,0.009,2.01,2.02,13.54,5.16,182.1,25,20.54
2022-06-07 19:10:00,2.29,0.3,1.38,1.62,0.24,44.65,0.006,2.01,2.01,15.6,6.43,169.9,24,20.39
2022-06-07 19:15:00,2.29,0.22,1.3,1.54,0.24,44.52,0.008,2.01,2.02,13.58,6.73,177,24,20.3
2022-06-07 19:20:00,2.49,0.26,1.44,1.64,0.2,44.76,0.003,2.02,2.02,9.77,6.91,164.5,24,20.25
2022-06-07 19:25:00,1.56,0.28,1.09,1.29,0.21,44.36,0.004,2.02,2.02,7.3,6.41,159.3,25,20.13
2022-06-07 19:30:00,1.19,0.21,1.18,1.48,0.3,44.02,0.003,2.02,2.02,7.65,6.46,165.5,25,19.98
2022-06-07 19:35:00,1.01,0.24,0.79,0.93,0.14,44.43,0.002,2.02,2.02,11.44,5.84,167.6,25,19.94
2022-06-07 19:40:00,0.84,0.25,0.65,0.85,0.2,43.76,0.003,2.02,2.03,14.61,4.86,170.4,26,19.77
2022-06-07 19:45:00,0.87,0.29,0.65,0.82,0.17,43.91,0.005,2.02,2.03,13.41,4.94,171.8,26,19.59
2022-06-07 19:50:00,0.67,0.23,1.4,1.59,0.19,42.61,0.007,2.02,2.03,13.56,4.31,180.8,28,19.33
2022-06-07 19:55:00,0.56,0.24,0.73,0.86,0.14,42.25,0.007,2.02,2.02,18.69,2.63,166.6,29,18.81
2022-06-07 20:00:00,0.47,0.26,0.6,0.74,0.14,41.49,0.006,2.01,2.02,22.47,2.04,176.8,31,18.2
2022-06-07 20:05:00,0.76,0.25,0.9,1.03,0.13,38.52,0.009,2.03,2.04,20.18,0.87,167.7,35,17.58
2022-06-07 20:10:00,0.84,0.21,0.87,1.08,0.21,37.15,0.009,2.03,2.04,14.37,0.49,136.8,38,16.91
2022-06-07 20:15:00,0.6,0.22,0.72,0.94,0.21,37.56,0.006,2.02,2.02,10.49,0.74,70.99,39,16.34
2022-06-07 20:20:00,0.49,0.26,0.71,0.85,0.14,35.31,0.012,2.04,2.06,8.02,1.8,347,43,15.79
2022-06-07 20:25:00,0.59,0.22,0.73,0.85,0.12,33.83,0.011,2.04,2.05,8.06,1.44,328.2,45,15.22
2022-06-07 20:30:00,0.76,0.25,0.7,0.88,0.19,31.45,0.01,2.05,2.06,7.77,2.18,347.3,49,14.77
2022-06-07 20:35:00,0.64,0.25,0.78,0.93,0.15,29.12,0.013,2.06,2.07,6.9,2.14,334.2,52,14.2
2022-06-07 20:40:00,0.67,0.25,1.02,1.19,0.17,27.09,0.014,2.01,2.03,6.48,2.12,309.4,53,13.63
2022-06-07 20:45:00,0.6,0.29,0.81,0.98,0.17,28.06,0.019,2.02,2.04,6.31,1.37,308,55,13.25
2022-06-07 20:50:00,0.49,0.26,0.67,0.83,0.16,25.37,0.017,2.12,2.13,6.19,1.39,332.9,62,12.84
2022-06-07 20:55:00,0.48,0.27,0.83,0.95,0.12,26.24,0.022,2.05,2.08,6.65,0.49,240.8,60,12.36
2022-06-07 21:00:00,0.38,0.24,1.38,1.55,0.17,23.9,0.034,2.04,2.07,13.47,1.07,168.1,61,11.97
2022-06-07 21:05:00,0.61,0.29,1.76,1.98,0.22,21.73,0.076,2.05,2.12,25.22,2.13,189.7,62,11.57
2022-06-07 21:10:00,0.61,0.31,2.39,2.55,0.16,20.64,0.114,2.11,2.22,36.6,1.53,202.9,63,11.24
2022-06-07 21:15:00,0.68,0.34,2.61,2.76,0.15,20.62,0.121,2.13,2.25,43.85,1.26,180.1,66,10.88
2022-06-07 21:20:00,0.5,0.38,2.54,2.65,0.11,20.15,0.195,2.28,2.48,68.79,1.4,159,73,10.58
2022-06-07 21:25:00,0.66,0.46,2.1,2.28,0.17,19.06,0.166,2.36,2.53,104.6,1.81,160.6,75,10.23
2022-06-07 21:30:00,0.66,0.3,2.63,2.8,0.17,18,0.142,2.22,2.36,98.9,2.34,161.7,69,9.91
2022-06-07 21:35:00,0.68,0.33,2.83,3,0.17,18.16,0.133,2.29,2.43,61.4,2.5,168.6,70,9.44
2022-06-07 21:40:00,0.69,0.31,2.4,2.58,0.18,19.57,0.126,2.24,2.37,39.62,2.64,155,72,9.1
2022-06-07 21:45:00,0.65,0.37,2.17,2.39,0.22,23.59,0.168,2.24,2.41,46.18,2.15,188.9,72,8.92
2022-06-07 21:50:00,0.6,0.36,2.43,2.59,0.15,21.7,0.218,2.33,2.55,65.76,3.39,194.2,74,8.72
2022-06-07 21:55:00,0.63,0.35,2.53,2.77,0.24,20.27,0.143,2.2,2.34,70.58,5.22,203.1,72,8.89
2022-06-07 22:00:00,0.46,0.28,1.93,2.08,0.15,18.19,0.053,2.19,2.24,40.36,3.34,177.7,71,9.18
2022-06-07 22:05:00,0.48,0.3,2.28,2.48,0.2,18.52,0.07,2.19,2.26,23.36,5.33,191.8,72,8.95
2022-06-07 22:10:00,0.59,0.31,1.61,1.84,0.23,17.02,0.053,2.24,2.3,28.65,4.36,172.3,74,8.68
2022-06-07 22:15:00,0.77,0.32,1.62,1.76,0.14,19.51,0.076,2.23,2.31,32.97,4.87,193.9,72,8.82
2022-06-07 22:20:00,0.38,0.25,1.6,1.78,0.18,17.11,0.058,2.22,2.27,33.1,4.53,185.7,73,8.43
2022-06-07 22:25:00,0.34,0.28,1.33,1.49,0.16,15.32,0.039,2.27,2.31,26.43,2.8,168.1,75,8.15
2022-06-07 22:30:00,0.63,0.27,1.2,1.38,0.18,14.72,0.042,2.3,2.34,15.86,2.59,147.5,77,8.08
2022-06-07 22:35:00,0.52,0.28,1.05,1.24,0.19,13.35,0.047,2.33,2.38,13.86,2.21,175.8,81,7.93
2022-06-07 22:40:00,0.44,0.29,1.07,1.27,0.2,15.16,0.045,2.25,2.3,11.64,2.6,159.5,76,8.06
2022-06-07 22:45:00,0.3,0.29,1.83,2.04,0.2,19.21,0.119,2.28,2.4,24.25,3.85,158.7,76,7.88
2022-06-07 22:50:00,0.35,0.28,1.76,2.01,0.25,17,0.095,2.2,2.29,40.96,3.2,163.2,78,7.45
2022-06-07 22:55:00,0.45,0.27,1.96,2.23,0.27,14.74,0.106,2.26,2.37,40.68,3.11,164.8,79,7.11
2022-06-07 23:00:00,0.5,0.3,1.66,1.88,0.22,16.16,0.107,2.27,2.38,36.93,3.82,157.2,79,7.17
2022-06-07 23:05:00,0.45,0.27,1.43,1.64,0.2,14.99,0.077,2.25,2.33,41.14,3.91,158.4,78,7.16
2022-06-07 23:10:00,0.31,0.31,1.35,1.53,0.18,13.25,0.06,2.29,2.35,32.15,3.41,157.2,79,6.99
2022-06-07 23:15:00,0.37,0.26,1.26,1.52,0.26,14.12,0.081,2.25,2.33,27.16,5.03,193.8,79,6.68
2022-06-07 23:20:00,0.38,0.28,1.13,1.39,0.26,13.16,0.043,2.26,2.3,23.28,5.73,206.2,81,6.29
2022-06-07 23:25:00,0.29,0.25,0.83,1.05,0.21,13.69,0.03,2.21,2.24,17.45,3.89,191.4,83,5.9
2022-06-07 23:30:00,0.62,0.26,0.85,1.03,0.18,13.63,0.029,2.22,2.25,14.96,3.3,178.5,81,6.2
2022-06-07 23:35:00,0.51,0.25,0.99,1.24,0.24,13.25,0.019,2.23,2.25,12.09,3.13,146.9,81,6.34
2022-06-07 23:40:00,0.26,0.26,1.61,1.81,0.2,14.72,0.061,2.21,2.27,10.86,2.9,163.3,82,5.98
2022-06-07 23:45:00,0.22,0.23,1.6,1.83,0.24,14.97,0.084,2.19,2.27,17.62,3.2,158.5,83,5.76
2022-06-07 23:50:00,0.3,0.31,1.65,1.88,0.23,13.38,0.093,2.21,2.31,24.53,3.62,161.1,84,5.79
2022-06-07 23:55:00,0.44,0.27,1.65,1.96,0.3,12.59,0.086,2.2,2.28,25.06,3.62,161.8,84,5.6
2022-06-08 05:35:00,0.49,0.26,0.37,0.69,0.32,6.71,0.008,2.14,2.15,6.28,3.73,143.1,85,6.08
2022-06-08 05:40:00,0.53,0.24,0.42,0.65,0.24,7.87,0.009,2.14,2.15,7.39,3.61,141.9,86,6.2
2022-06-08 05:45:00,0.53,0.27,0.4,0.69,0.3,8.6,0.004,2.11,2.12,7.15,2.68,138.1,86,6.49
2022-06-08 05:50:00,0.77,0.2,0.35,0.62,0.27,7.7,0.009,2.13,2.14,6.15,2.47,142.9,83,7.27
2022-06-08 05:55:00,0.6,0.2,0.39,0.66,0.27,9.1,0.007,2.12,2.13,5.76,3.39,142.4,79,7.98
2022-06-08 06:00:00,0.32,0.21,0.4,0.71,0.31,10.61,0.014,2.11,2.12,5.7,4.22,146.3,81,8.05
2022-06-08 06:05:00,0.54,0.22,0.52,0.88,0.36,12.65,0.012,2.1,2.11,5.68,3.79,191.3,78,8.46
2022-06-08 06:10:00,0.49,0.19,0.65,0.94,0.29,16.82,0.013,2.06,2.08,5.8,3.84,176.6,75,9.32
2022-06-08 06:15:00,0.49,0.27,0.6,0.92,0.32,19.57,0.01,2.06,2.07,5.99,5.23,202.7,72,10.11
2022-06-08 06:20:00,0.56,0.22,0.6,0.93,0.33,22.27,0.01,2.05,2.06,5.96,5.92,207.2,69,11
2022-06-08 06:25:00,0.61,0.29,0.73,0.98,0.26,24.76,0.011,2.06,2.07,5.92,7.04,206.7,66,11.72
2022-06-08 06:30:00,0.7,0.29,0.6,0.89,0.29,25.72,0.009,2.07,2.08,5.96,6.76,214.4,64,12.31
2022-06-08 06:35:00,0.67,0.23,0.62,0.91,0.29,25.6,0.01,2.07,2.08,6.03,5.17,201.8,63,12.69
2022-06-08 06:40:00,0.56,0.23,0.67,0.92,0.26,25.35,0.011,2.07,2.08,6.06,3.94,185,61,13.15
2022-06-08 06:45:00,0.79,0.3,0.74,0.98,0.23,24.68,0.01,2.07,2.08,6.07,4.56,164.3,60,13.51
2022-06-08 06:50:00,0.62,0.21,0.7,0.93,0.23,25.68,0.008,2.06,2.07,6.15,4.52,172,59,13.66
2022-06-08 06:55:00,0.65,0.21,0.67,0.96,0.29,26.91,0.009,2.06,2.07,6.24,3.39,200,58,13.74
2022-06-08 07:00:00,0.78,0.26,0.7,0.97,0.26,27.59,0.009,2.06,2.07,6.14,2.72,247.2,58,14.11
2022-06-08 07:05:00,0.7,0.26,0.75,1.04,0.29,27.7,0.007,2.07,2.08,6.1,3.37,74.17,56,14.62
2022-06-08 07:10:00,0.93,0.22,0.9,1.16,0.26,28.43,0.006,2.06,2.07,6.11,2.98,101,55,15.18
2022-06-08 07:15:00,1.19,0.24,0.97,1.32,0.35,29,0.007,2.06,2.07,6.22,2.57,105.5,53,15.58
2022-06-08 07:20:00,1.61,0.22,1.16,1.55,0.38,30.2,0.007,2.05,2.06,6.28,2.42,211.4,52,15.79
2022-06-08 07:25:00,1.66,0.24,1.24,1.63,0.39,30.3,0.006,2.05,2.05,6.25,2.5,50.89,53,15.99
2022-06-08 07:30:00,1.63,0.26,1.23,1.65,0.42,31.03,0.01,2.05,2.06,6.26,3.5,78.88,51,16.75
2022-06-08 07:35:00,1.57,0.28,1.15,1.53,0.38,31.95,0.004,2.05,2.05,6.41,3.4,73.92,49,17.27
2022-06-08 07:40:00,1.56,0.22,1.12,1.49,0.37,32.54,0.009,2.05,2.05,6.35,4.05,109.4,49,17.63
2022-06-08 07:45:00,1.08,0.26,0.99,1.31,0.32,34.53,0.01,2.03,2.04,6.15,3.65,238.8,47,17.58
2022-06-08 07:50:00,1.01,0.28,1.03,1.33,0.31,34.58,0.008,2.02,2.03,6.18,2,47.99,47,17.33
2022-06-08 07:55:00,0.86,0.28,0.83,1.1,0.27,34.61,0.005,2.02,2.03,6.35,4.55,106.3,47,17.83
2022-06-08 08:00:00,0.89,0.23,0.89,1.17,0.28,34.69,0.005,2.02,2.03,6.45,3.41,146.4,46,18.08
2022-06-08 08:05:00,0.71,0.21,0.79,1,0.21,35.35,0.005,2.02,2.02,6.29,4.93,66.75,46,18.45
2022-06-08 08:10:00,0.63,0.19,0.82,1.05,0.23,35.44,0.007,2.02,2.02,6.12,5.72,121.4,46,18.54
2022-06-08 08:15:00,0.71,0.23,0.72,0.93,0.21,38.07,0.009,2.02,2.03,6.22,3.36,99.3,44,18.37
2022-06-08 08:20:00,0.48,0.25,0.78,0.94,0.16,39.33,0.004,2.02,2.02,6.04,3.2,266.1,43,18.59
2022-06-08 08:25:00,0.4,0.23,0.8,0.97,0.16,40.92,0.006,2.01,2.02,5.55,5.59,234.1,43,18.61
2022-06-08 08:30:00,0.41,0.23,0.7,0.92,0.22,41.01,0.008,2.01,2.01,5.28,4.16,192.8,43,18.69
2022-06-08 08:35:00,0.61,0.27,0.67,0.89,0.21,40.54,0.006,2.01,2.01,5.22,6.29,247.3,43,19.02
2022-06-08 08:40:00,0.58,0.3,0.78,0.92,0.14,41.01,0.009,2.01,2.02,5.31,4.64,227.1,43,19.1
2022-06-08 08:45:00,0.62,0.26,0.66,0.9,0.24,41.43,0.008,2,2.01,5.39,5.61,213.6,41,19.5
