Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS21, L1, 5Mn
Exported On:,2022/08/24,11:05
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO2 (ppb), NOx (ppb), NO (ppb), O3 (ppb), NMHC (ppm), CH4 (ppm), THC (ppm), PM2.5 (ug/m3), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp (deg. C)
2022-07-30 07:20:00,0.12,0.39,0.53,0.45,-0.07,5.13,0.135,2.14,2.28,40.85,8.12,15.7,98,14.8
2022-07-30 07:25:00,0.03,0.38,0.42,0.36,-0.06,5.15,0.125,2.17,2.29,39.17,7.01,24.74,98,14.8
2022-07-30 07:30:00,-0.02,0.33,0.45,0.32,-0.13,4.72,0.128,2.18,2.31,35.61,7.68,10.69,98,14.74
2022-07-30 07:35:00,0.26,0.31,0.34,0.21,-0.13,4.7,0.133,2.2,2.33,31.81,8.83,30.94,98,14.69
2022-07-30 07:40:00,-0.02,0.32,0.29,0.18,-0.11,4.49,0.132,2.21,2.34,28.59,7.49,13.24,98,14.66
2022-07-30 07:45:00,0.02,0.33,0.23,0.12,-0.11,4.47,0.127,2.2,2.33,25.46,10.62,6.97,98,14.56
2022-07-30 07:50:00,0.1,0.31,0.25,0.12,-0.13,5.99,0.104,2.14,2.25,20.83,12.5,358.2,98,13.93
2022-07-30 07:55:00,0.03,0.29,0.19,0.05,-0.15,6.68,0.096,2.11,2.21,15.13,9.59,6.85,98,13.61
2022-07-30 08:00:00,0.17,0.26,0.22,0.07,-0.15,7.79,0.104,2.1,2.2,11.12,13.78,355.8,98,13.3
2022-07-30 08:05:00,-0.08,0.25,0.14,0,-0.13,8.38,0.082,2.08,2.17,9.51,11.31,355.6,98,13.01
2022-07-30 08:10:00,-0.01,0.3,0.15,0,-0.15,8.37,0.085,2.08,2.17,8.51,7.62,355,98,12.9
2022-07-30 08:15:00,-0.04,0.23,0.16,-0.02,-0.18,8.49,0.085,2.09,2.17,8.25,6.34,17,98,13.01
2022-07-30 08:20:00,0.18,0.27,0.17,0.06,-0.11,8.39,0.063,2.09,2.15,8.29,5.26,40.74,99,13.03
2022-07-30 08:25:00,0.22,0.32,0.24,0.07,-0.16,7.53,0.083,2.09,2.18,8.76,3.83,352.5,99,13.16
2022-07-30 08:30:00,-0.02,0.3,0.11,-0.01,-0.11,7.1,0.103,2.1,2.2,9.36,3.29,321.7,99,13.22
2022-07-30 08:35:00,-0.2,0.26,0.11,-0.04,-0.15,6.96,0.075,2.09,2.17,9.53,4.28,342,99,13.28
2022-07-30 08:40:00,-0.1,0.27,0.13,0.03,-0.11,7.92,0.065,2.09,2.15,9.46,6.69,0.18,99,13.18
2022-07-30 08:45:00,0.17,0.24,0.14,-0.04,-0.18,8.14,0.076,2.09,2.17,9.24,8.44,353.2,99,13.15
2022-07-30 08:50:00,0.01,0.27,0.2,0.03,-0.17,8.41,0.097,2.09,2.19,8.42,8.36,7.32,99,13.17
2022-07-30 08:55:00,0.03,0.28,0.25,0.16,-0.09,8.74,0.076,2.08,2.16,7.08,8.75,8.26,99,13.13
2022-07-30 09:00:00,0.27,0.25,0.24,0.14,-0.1,8.98,0.075,2.08,2.15,5.72,8.06,15.18,98,13.09
2022-07-30 09:05:00,-0.12,0.25,0.31,0.18,-0.13,9.58,0.068,2.06,2.13,4.53,8.97,8.73,98,13.13
2022-07-30 09:10:00,0.28,0.3,0.29,0.19,-0.1,9.75,0.071,2.07,2.14,3.66,9.44,8.74,98,13.13
2022-07-30 09:15:00,0.07,0.29,0.3,0.19,-0.11,9.62,0.078,2.07,2.15,3.33,7.93,12.41,98,13.2
2022-07-30 09:20:00,0.01,0.28,0.23,0.13,-0.09,9.8,0.081,2.06,2.14,3.36,7.77,13.24,98,13.29
2022-07-30 09:25:00,-0.07,0.25,0.31,0.19,-0.12,9.77,0.089,2.06,2.15,3.28,7.72,1.42,98,13.33
2022-07-30 09:30:00,-0.08,0.27,0.29,0.2,-0.09,10.11,0.093,2.05,2.15,3.27,7.73,16.22,98,13.37
2022-07-30 09:35:00,-0.11,0.31,0.28,0.23,-0.05,10.41,0.089,2.05,2.14,3.52,7.67,15.06,98,13.44
2022-07-30 09:40:00,0.07,0.25,0.54,0.53,-0.01,10.64,0.099,2.05,2.15,3.88,8.57,11.17,97,13.41
2022-07-30 09:45:00,0.07,0.29,0.7,0.75,0.05,10.28,0.081,2.05,2.13,4.31,7.7,14.36,97,13.31
2022-07-30 09:50:00,-0.12,0.23,0.61,0.63,0.02,10.16,0.081,2.05,2.13,4.66,6.36,1.27,98,13.4
2022-07-30 09:55:00,-0.07,0.25,0.34,0.31,-0.03,10.76,0.082,2.05,2.13,4.87,8.83,358.9,98,13.51
2022-07-30 10:00:00,-0.18,0.27,0.27,0.19,-0.08,10.39,0.077,2.05,2.13,5.03,6.87,20.53,98,13.54
2022-07-30 10:05:00,0.12,0.27,0.11,0.01,-0.09,10.92,0.091,2.05,2.14,5.39,6.55,11.98,98,13.56
2022-07-30 10:10:00,0.03,0.28,0.17,-0.01,-0.18,10.72,0.067,2.04,2.11,5.92,5.61,13.25,98,13.64
2022-07-30 10:15:00,0.05,0.27,0.2,0.07,-0.13,10.37,0.087,2.04,2.13,5.99,6.39,12.64,97,13.7
2022-07-30 10:20:00,0.03,0.28,0.2,0.02,-0.17,10.96,0.086,2.04,2.13,5.91,7.84,359.2,97,13.65
2022-07-30 10:25:00,-0.06,0.3,0.27,0.06,-0.21,11.54,0.086,2.04,2.13,6.18,7.03,13.25,98,13.65
2022-07-30 10:30:00,0.07,0.23,0.19,0.04,-0.14,11.2,0.083,2.05,2.13,6.38,7.51,355.4,97,13.74
2022-07-30 10:35:00,0.16,0.28,0.12,0,-0.12,11.08,0.083,2.04,2.12,6.41,8.28,2.27,97,13.71
