Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS14, L1, 5Mn
Exported On:,2022/08/24,10:56
Date Range:,2021/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO (ppb), NO2 (ppb), NOX (ppb), THC (ppm), O3 (ppb), PM2.5 (ug/m3), NMHC (ppm), CH4 (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 20m (km/h), Wind Dir. @ 20m (deg.), LW % of range
2022-07-29 01:00:00,0,0,0,0,0,Z/S,0,0,Z/S,Z/S,17.18,100,18.82,331.1,267.8
2022-07-29 01:05:00,Z/S,0,0,0,0,Z/S,0,0,Z/S,Z/S,17.03,100,19.02,328.9,267.8
2022-07-29 01:10:00,Z/S,0,0,0,0,Z/S,0,0,Z/S,Z/S,17,100,14.02,334.1,267.8
2022-07-29 01:15:00,Z/S,0,0,0,0,Z/S,0,0,Z/S,Z/S,16.9,100,17.39,334.3,267.8
2022-07-29 01:20:00,Z/S,0,0,0,0,Z/S,0,0,Z/S,Z/S,16.9,100,16.54,339.6,267.9
2022-07-29 01:25:00,Z/S,0,0,0,0,Z/S,0,0,Z/S,Z/S,16.83,100,16.39,334.6,267.9
2022-07-29 01:30:00,Z/S,0,0,0,0,Z/S,0,0,Z/S,Z/S,16.8,100,15.11,343.6,268
2022-07-29 01:35:00,Z/S,0,0,0,0,Z/S,0,0,Z/S,Z/S,16.78,100,12.92,342.9,268
2022-07-29 01:40:00,Z/S,0,0,0,0,Z/S,0,0,Z/S,Z/S,16.7,100,15.01,346.5,268
2022-07-29 01:45:00,Z/S,0,0,0,0,Z/S,0,0,Z/S,Z/S,16.7,100,14.7,345.8,268.1
2022-07-29 01:50:00,Z/S,0,0,0,0,Z/S,0,0,Z/S,Z/S,16.62,100,13.98,334.9,268.2
2022-07-29 01:55:00,Z/S,0,0,0,0,Z/S,0,0,Z/S,Z/S,16.6,101,12.83,336,268.4
2022-07-29 02:00:00,Z/S,0,0,0,0,Z/S,0,0,Z/S,Z/S,16.6,101,11.76,335.7,268.7
2022-07-29 02:05:00,0,Z/S,0,0,0,0,0,0,-10,-10,16.59,101,12.75,331.4,268.9
2022-07-29 02:10:00,0,Z/S,14.13,0,14.07,0,0,3.05,-6.3,-6.3,16.54,101,11.65,329.2,269.2
2022-07-29 02:15:00,5.94,Z/S,25.05,0.02,25.07,0,0.08,21.99,0,0,16.5,101,12.1,338.1,269.3
2022-07-29 02:20:00,5.02,Z/S,5.79,0,5.71,0,11.61,19.77,0,0,16.5,101,12.55,328.6,269.3
2022-07-29 02:25:00,4.26,Z/S,1.04,0.01,1.05,0,11.99,17.4,0,0,16.5,101,12.04,333.7,269
2022-07-29 02:30:00,3.12,Z/S,0.25,0.01,0.26,0,11.07,16.04,0,0,16.5,101,11.03,335.2,269.1
2022-07-29 02:35:00,2.57,Z/S,0.38,0.28,0.65,0,11.9,15.36,0,0,16.5,101,14.22,336.9,269.1
2022-07-29 02:40:00,1.87,Z/S,0.58,0.84,1.42,0,12.12,16.49,0,0,16.5,101,13.57,337.3,268.9
2022-07-29 02:45:00,1.34,Z/S,0.38,0.83,1.21,0,11.87,17.54,0,0,16.5,101,11.34,341.8,269
2022-07-29 02:50:00,0.81,Z/S,0.26,0.86,1.12,1.12,11.67,18.25,0,1.12,16.5,101,12.57,346.2,269
2022-07-29 02:55:00,0.7,Z/S,0.2,0.81,1.01,2,11.81,19.79,0,2,16.5,101,11.27,339.6,268.9
2022-07-29 03:00:00,0.41,Z/S,0.16,0.87,1.03,2.01,12.06,20.36,0,2.01,16.41,101,14.9,348.7,269
2022-07-29 03:05:00,0.58,0.26,0.09,0.98,1.07,2.02,Z/S,20.08,0,2.02,16.4,101,11.92,341.2,269
2022-07-29 03:10:00,0.41,0.13,0.11,0.93,1.04,2.03,Z/S,20.89,0,2.03,16.4,101,14.2,339.4,268.7
2022-07-29 03:15:00,0.39,0.15,0.09,0.94,1.03,2.03,Z/S,20.88,0,2.03,16.4,101,14.11,340.4,268.8
2022-07-29 03:20:00,0,0.14,0.06,0.93,0.99,2.03,Z/S,20.22,0,2.03,16.4,101,15.41,342.2,268.7
2022-07-29 03:25:00,0.3,0.14,0.04,0.9,0.94,2.03,Z/S,20.64,0,2.03,16.4,101,12.79,341.2,268.4
2022-07-29 03:30:00,0.13,0.09,0.04,0.9,0.94,2.02,Z/S,20.92,0,2.02,16.4,101,14.75,341.7,268.5
2022-07-29 03:35:00,0.24,0.1,0.04,0.98,1.02,2.02,Z/S,20.61,0,2.02,16.4,101,11.93,342.9,268.6
2022-07-29 03:40:00,0.36,0.14,0.02,1,1.02,2.03,Z/S,21.11,0,2.03,16.4,101,11.66,339.9,268.4
2022-07-29 03:45:00,0.23,0.16,0.04,0.95,0.98,2.03,Z/S,21.26,0,2.03,16.4,100,12.06,344.9,268.4
2022-07-29 03:50:00,0.31,0.14,0,1,0.97,2.02,Z/S,20.74,0,2.02,16.4,100,11.13,343,268.5
2022-07-29 03:55:00,0.12,0.11,0.01,0.91,0.92,2.02,Z/S,21.11,0,2.02,16.4,100,11.32,350.3,268.3
2022-07-29 04:00:00,0.32,0.1,0,0.88,0.87,2.02,Z/S,21.01,0,2.02,16.34,100,11.3,353.1,268.6
2022-07-29 04:05:00,0.55,0.08,0,0.81,0.81,2.02,12.93,20.27,0,2.02,16.3,100,9.2,354.1,268.6
2022-07-29 04:10:00,0.13,0.04,0.02,0.76,0.78,2.02,13.01,20.66,0,2.02,16.3,100,9.23,350.1,268.6
2022-07-29 04:15:00,0.04,0.13,0.01,0.71,0.72,2.02,13.36,20.69,0,2.02,16.3,100,9.13,356.5,268.9
2022-07-29 04:20:00,0.32,0.15,0,0.71,0.68,2.03,12.87,20.15,0,2.03,16.3,100,7.44,357.3,269.1
2022-07-29 04:25:00,0.13,0.1,0,0.66,0.65,2.04,13.35,20.52,0,2.04,16.3,100,8.64,341.7,268.9
2022-07-29 04:30:00,0.34,0.1,0,0,0,2.04,20.26,20.65,0,2.04,16.26,100,6.12,337,268.8
2022-07-29 04:35:00,0.32,0.11,0,0,0,2.04,12.26,19.96,0,2.04,16.2,100,7.92,330.9,269
2022-07-29 04:40:00,0.26,0.15,0,0.78,0.77,2.04,12.17,20.34,0,2.04,16.26,100,9.09,330.4,268.9
2022-07-29 04:45:00,0.26,0.13,0,0.83,0.8,2.03,12.13,21.53,0,2.03,16.3,100,8.05,327.4,268.6
2022-07-29 04:50:00,0.34,0.14,0.01,0.95,0.96,2.05,11.85,21.64,0,2.05,16.3,100,9.79,327,268.7
2022-07-29 04:55:00,0.18,0.15,0,1.01,1.01,2.04,11.54,21.31,0,2.04,16.3,100,11.46,326,268.7
2022-07-29 05:00:00,0.2,0.13,0.03,1.01,1.04,2.02,12.4,21.67,0,2.02,16.3,100,12.11,330.4,268.3
2022-07-29 05:05:00,0.32,0.11,Z/S,Z/S,Z/S,2.02,12.1,22.01,0,2.02,16.3,100,11.47,332.2,268.4
2022-07-29 05:10:00,0.17,0.1,Z/S,Z/S,Z/S,2.02,12.02,21.9,0,2.02,16.26,100,11.01,332.5,268.5
2022-07-29 05:15:00,0.04,0.06,Z/S,Z/S,Z/S,2.01,12.15,22.72,0,2.01,16.2,100,9.82,337.5,268.2
2022-07-29 05:20:00,0.17,0.09,Z/S,Z/S,Z/S,2.01,12.84,23.71,0,2.01,16.2,100,9.45,339.1,268.3
2022-07-29 05:25:00,0.21,0.11,Z/S,Z/S,Z/S,2.01,12.82,23.24,0,2.01,16.2,100,9.42,336.4,268.3
2022-07-29 05:30:00,0.25,0.07,Z/S,Z/S,Z/S,2.01,13.08,23.19,0,2.01,16.2,100,9.33,339.6,268.1
2022-07-29 05:35:00,0.07,0.05,Z/S,Z/S,Z/S,2.01,13.42,23.59,0,2.01,16.2,100,11.52,331.6,268.1
2022-07-29 05:40:00,0.13,0.07,Z/S,Z/S,Z/S,2.01,13.6,22.83,0,2.01,16.2,99,11.41,333.9,268.1
2022-07-29 05:45:00,0.11,0.08,Z/S,Z/S,Z/S,2.01,13.68,22.8,0,2.01,16.2,99,12.4,333.9,267.9
2022-07-29 05:50:00,0.11,0.1,Z/S,Z/S,Z/S,2.01,13.61,23.56,0,2.01,16.2,99,12.08,330.1,267.9
2022-07-29 05:55:00,0.02,0.08,Z/S,Z/S,Z/S,2.01,13.39,23.51,0,2.01,16.2,99,11.79,333.1,267.9
2022-07-29 06:00:00,0.17,0.06,0.1,2.58,2.68,2,14.46,23.68,0,2,16.2,99,12.9,336.4,267.8
2022-07-29 06:05:00,0,0.09,0.07,2.55,2.62,2,14.58,24.02,0,2,16.2,98,12.11,331.3,267.8
2022-07-29 06:10:00,0.21,0.09,0.1,2.5,2.6,2,14.2,23.41,0,2,16.2,98,11.56,352.1,267.8
2022-07-29 06:15:00,0.26,Cal,0.07,1.9,1.97,2,14.39,23.32,0,2,16.22,98,10.78,355,267.6
2022-07-29 06:20:00,0.36,Cal,0.01,1.75,1.77,2,13.98,23.76,0,2,16.24,98,9.08,358.3,267.6
2022-07-29 06:25:00,0.33,Cal,0.02,1.81,1.83,2.01,13.27,23.82,0,2.01,16.2,98,9.36,348.7,267.8
2022-07-29 06:30:00,0.14,Cal,0.04,2.09,2.12,2.01,12.78,24.46,0,2.01,16.2,99,9.05,344.6,267.8
2022-07-29 06:35:00,0,Cal,0.07,2.54,2.6,2.01,13.25,25.76,0,2.01,16.2,99,10.08,343.1,267.8
2022-07-29 06:40:00,0.16,Cal,0.13,2.68,2.81,2.01,12.69,26.22,0,2.01,16.2,99,8.19,340.7,267.8
2022-07-29 06:45:00,0.18,Cal,0.22,2.7,2.92,2.01,12.18,27.01,0,2.01,16.25,99,7.51,351,267.6
2022-07-29 06:50:00,0.03,Cal,0.24,2.66,2.91,2.02,12.57,27.6,0,2.02,16.34,99,7.52,345.9,267.5
2022-07-29 06:55:00,0.27,Cal,0.29,2.76,3.04,2.02,12.83,27.09,0,2.02,16.39,99,8.35,351.6,267.4
2022-07-29 07:00:00,0.17,Cal,0.33,2.59,2.92,2.02,12.15,27.35,0,2.02,16.49,99,8.88,339.9,267.3
2022-07-29 07:05:00,Cal,Cal,0.25,2.47,2.72,Cal,12.94,27.96,Cal,Cal,16.57,98,9.86,350.8,267.3
2022-07-29 07:10:00,Cal,Cal,0.23,2.27,2.49,Cal,13.78,27.63,Cal,Cal,16.57,98,9.16,352.5,267.3
2022-07-29 07:15:00,Cal,Cal,0.23,2.01,2.24,Cal,13.42,28.18,Cal,Cal,16.66,98,8.11,344.9,267.2
2022-07-29 07:20:00,Cal,0.13,0.17,1.89,2.06,Cal,13.67,29.28,Cal,Cal,16.8,97,8.48,355.3,267.1
2022-07-29 07:25:00,Cal,0.1,0.11,1.86,1.96,Cal,13.73,29.33,Cal,Cal,16.85,97,8.65,357.8,267
2022-07-29 07:30:00,Cal,0.1,0.14,1.62,1.76,Cal,14.11,29.9,Cal,Cal,16.9,96,9.1,3.41,266.9
2022-07-29 07:35:00,Cal,0.14,0.11,1.72,1.83,Cal,13.65,30.92,Cal,Cal,16.9,96,6,2.18,266.9
2022-07-29 07:40:00,Cal,0.13,0.12,1.72,1.84,Cal,12.87,30.41,Cal,Cal,16.98,96,6.28,356.7,266.9
2022-07-29 07:45:00,Cal,0.15,0.11,1.61,1.71,Cal,13.62,30.11,Cal,Cal,17.1,95,6.48,11.65,266.7
2022-07-29 07:50:00,Cal,0.19,0.14,1.75,1.89,Cal,14.06,29.88,Cal,Cal,17.2,95,7.13,355.5,266.5
2022-07-29 07:55:00,Cal,0.15,0.33,2.63,2.96,Cal,13.17,29.09,Cal,Cal,17.16,94,10.8,342.6,266.2
2022-07-29 08:00:00,Cal,0.15,0.31,2.66,2.97,Cal,12.57,29.24,Cal,Cal,17.1,95,10.52,334.4,266.4
2022-07-29 08:05:00,Cal,0.2,0.18,2.29,2.48,Cal,13.17,29.88,Cal,Cal,17.01,94,9.75,346.1,266.5
2022-07-29 08:10:00,0.28,0.17,0.23,1.98,2.2,2.01,13.14,29.74,0,2.01,17.01,94,12.38,350.5,266.5
2022-07-29 08:15:00,0.09,0.13,0.28,1.69,1.97,2.01,13.61,30.75,0,2.01,17.23,94,11.96,354.4,266.4
2022-07-29 08:20:00,0.1,0.19,0.22,1.63,1.86,2.01,14.59,32.53,0,2.01,17.38,92,9.57,1.29,266.3
2022-07-29 08:25:00,0.12,0.12,0.2,1.53,1.74,2.01,14.74,33.65,0,2.01,17.55,91,10.49,354.7,266.2
2022-07-29 08:30:00,0.06,0.05,0.12,1.44,1.56,2,15.92,35.83,0,2,17.82,90,11.45,353.9,266.1
2022-07-29 08:35:00,0.14,0.13,0.04,1.33,1.37,1.99,17.28,39.34,0,1.99,17.61,88,14.27,343.1,266.1
2022-07-29 08:40:00,0.11,0.15,0,1.32,1.31,1.99,17.44,42.51,0,1.99,17.41,88,14.47,359.2,266.2
2022-07-29 08:45:00,0.13,0.12,0.02,1.37,1.39,1.99,17.1,45.37,0,1.99,17.31,88,12.61,355.2,266.2
2022-07-29 08:50:00,0.15,0.19,0.09,1.63,1.71,1.99,16.42,46.52,0,1.99,17.44,89,12.39,339,266.2
2022-07-29 08:55:00,0.19,0.11,0.04,1.91,1.96,1.99,16.47,47.81,0,1.99,17.31,89,11.8,343.7,266.2
2022-07-29 09:00:00,0.02,0.13,0,1.64,1.6,1.99,14.84,50.48,0,1.99,17.12,91,9,352,266.4
2022-07-29 09:05:00,0.12,0.14,0,1.62,1.57,1.99,14.68,51.4,0,1.99,17,91,11.42,3.02,266.5
2022-07-29 09:10:00,0.15,0.14,0,1.49,1.48,2,15.17,51.1,0,2,17,91,9.29,5.81,266.4
2022-07-29 09:15:00,0.28,0.12,0.04,1.36,1.4,2,15,52.28,0,2,17.15,91,7.33,359.8,266.3
2022-07-29 09:20:00,0.15,0.14,0.03,1.31,1.34,2,14.36,52.18,0,2,17.31,90,10.72,346.4,266.2
2022-07-29 09:25:00,0,0.1,0.01,1.27,1.28,2,14.77,50.94,0,2,17.16,89,15.38,3.97,266.2
2022-07-29 09:30:00,0,0.11,0,1.29,1.28,2,16.05,52.99,0,2,16.96,88,14.82,3.01,266.2
2022-07-29 09:35:00,0.26,0.17,0,1.22,1.18,2,15.33,55.59,0,2,16.9,89,12.73,13.45,266.3
2022-07-29 09:40:00,0.24,0.21,0,0.99,0.95,2,14.9,53.69,0,2,16.97,89,12.69,4.33,266.2
2022-07-29 09:45:00,0,0.18,0,0.85,0.83,2,14.89,50.29,0,2,16.97,88,10.26,3.76,266.2
2022-07-29 09:50:00,0.12,0.13,0,0.8,0.75,2.01,14.29,47.05,0,2.01,17.2,87,11.09,12.49,266
2022-07-29 09:55:00,0.14,0.15,0,0.81,0.77,2.01,14.25,44.36,0,2.01,17.2,87,11.04,14.66,265.9
2022-07-29 10:00:00,0.13,0.09,0,0.83,0.79,2.01,14.24,42.99,0,2.01,17.19,87,11.12,15.37,265.9
2022-07-29 10:05:00,0.2,0.15,0,0.75,0.68,2.01,14.98,41.13,0,2.01,17.02,86,10.43,1.47,265.9
2022-07-29 10:10:00,0.21,0.1,0,0.76,0.68,2.01,13.54,38.43,0,2.01,17,88,8.71,19.65,266
2022-07-29 10:15:00,0.24,0.09,0,0.74,0.64,2.01,13.22,36.94,-9999,-9999,16.98,88,9.3,18.9,266
2022-07-29 10:20:00,0.15,0.14,0,0.68,0.63,2.02,13.2,35.33,-9999,-9999,16.9,88,12.44,346.7,266.1
2022-07-29 10:25:00,0.29,0.14,0,0.82,0.77,2.02,13.31,33.09,-9999,-9999,16.89,88,10.11,343.2,266.2
2022-07-29 10:30:00,0.06,0.14,0,0.99,0.98,2.02,12.97,32.28,0,2.02,16.9,89,11.81,334.5,266.2
2022-07-29 10:35:00,0.25,0.13,0.03,1.44,1.47,2.02,13.19,32.61,0,2.02,16.84,89,12.51,350.1,266.2
2022-07-29 10:40:00,0.18,0.14,0.05,1.64,1.69,2.03,12.99,32.42,0,2.03,16.73,90,10.68,352.6,266.2
2022-07-29 10:45:00,0,0.14,0.11,1.92,2.02,2.03,12.63,31.64,0,2.03,16.66,90,9.89,348.5,266.2
2022-07-29 10:50:00,0.15,0.12,0.09,1.77,1.87,2.04,11.88,29.69,0,2.04,16.67,91,10.24,351.3,266.3
2022-07-29 10:55:00,0.11,0.15,0.05,1.72,1.76,2.05,11.33,26.86,0,2.05,16.65,92,11.41,3.32,266.3
2022-07-29 11:00:00,0.13,0.17,0.07,1.71,1.78,2.05,11.55,24.81,0,2.05,16.45,92,8.32,3.61,266.4
2022-07-29 11:05:00,0,0.22,0.06,1.61,1.67,2.05,11.84,23.16,0,2.05,16.42,93,10.1,3.18,266.4
2022-07-29 11:10:00,0.16,0.18,0.1,1.56,1.65,2.06,11.68,21.37,0,2.06,16.52,92,9.08,10.2,266.3
2022-07-29 11:15:00,0.03,0.15,0.07,1.5,1.57,2.05,12.16,20.34,0,2.05,16.61,91,10.16,8.65,266.3
2022-07-29 11:20:00,0.14,0.16,0.07,1.31,1.38,2.05,12.29,19.95,0,2.05,16.6,91,9.79,13.85,266.2
2022-07-29 11:25:00,0.11,0.15,0.01,1.25,1.26,2.05,11.47,19.37,0,2.05,16.56,92,9.07,15.32,266.2
2022-07-29 11:30:00,0.1,0.04,0.01,1.02,1.03,2.06,11.1,18.9,0,2.06,16.44,92,8.63,26.6,266.2
2022-07-29 11:35:00,0.13,0.17,0,0.91,0.87,2.06,11.15,18.59,0,2.06,16.48,92,8.63,24.1,266.3
2022-07-29 11:40:00,0.09,0.09,0,0.9,0.87,2.06,12.07,18.51,0,2.06,16.54,92,6.45,28.39,266.2
2022-07-29 11:45:00,0.2,0.13,0,0.85,0.85,2.06,11.83,19.17,0,2.06,16.68,91,8.56,5.71,266.2
2022-07-29 11:50:00,0,0.11,0,0.95,0.89,2.06,12.16,20.06,0,2.06,16.6,90,8.31,9.7,266.2
2022-07-29 11:55:00,0.05,0.2,0,0.98,0.92,2.06,12.18,20.12,0,2.06,16.6,90,7.46,5.72,266.3
2022-07-29 12:00:00,0.19,0.12,0,0.95,0.91,2.07,11.82,19.64,-9999,2.07,16.6,91,5.13,10.53,266.3
2022-07-29 12:05:00,0.31,0.17,0,1.01,0.97,2.07,11.71,18.96,-9999,2.07,16.63,91,6.07,355,266.4
2022-07-29 12:10:00,0.09,0.13,0.01,0.96,0.97,2.06,12.45,18.31,-9999,2.06,16.72,90,7.71,7.13,266.2
2022-07-29 12:15:00,0.16,0.14,0,0.96,0.93,2.06,12.82,18.47,0,2.06,16.88,90,6.69,9.03,266.2
2022-07-29 12:20:00,0.24,0.18,0,0.96,0.96,2.06,13.24,18.89,0,2.06,17.08,89,6.67,4.55,266
2022-07-29 12:25:00,0.13,0.17,0,0.92,0.89,2.06,13.54,18.56,0,2.06,17.21,88,8.47,8.69,265.9
2022-07-29 12:30:00,0.21,0.05,0,0.88,0.87,2.06,12.37,18.42,0,2.06,17.1,89,11.22,352.7,266
2022-07-29 12:35:00,0.38,0.13,0,0.87,0.8,2.06,12.02,18.09,0,2.06,16.86,89,11.77,5.98,266.1
2022-07-29 12:40:00,0.31,0.1,0,0.77,0.71,2.07,11.73,17.45,0,2.07,16.8,90,11.06,8.88,266.2
2022-07-29 12:45:00,0.28,0.11,0,0.72,0.68,2.06,12.04,17.3,0,2.06,16.77,89,8.77,12.73,266.2
2022-07-29 12:50:00,0.13,0.12,0,0.72,0.68,2.07,12.03,17.12,0,2.07,16.94,89,8.67,3.7,266.1
2022-07-29 12:55:00,0.23,0.11,0,0.7,0.64,2.07,11.81,16.53,0,2.07,16.97,89,7.97,354.4,266.1
2022-07-29 13:00:00,0.21,0.1,0,0.71,0.64,2.07,11.74,16.32,0,2.07,16.9,90,10.05,357.3,266.1
2022-07-29 13:05:00,0.16,0.11,0,0.65,0.58,2.07,12.07,16.34,0,2.07,16.9,89,11.02,18.97,266.2
2022-07-29 13:10:00,0.18,0.11,0,0.64,0.57,2.07,12.28,15.76,0,2.07,16.9,88,8.84,39.4,266.2
2022-07-29 13:15:00,0.02,0.08,0,0.64,0.55,2.07,11.93,14.91,0,2.07,16.95,89,8.55,45.73,266.1
2022-07-29 13:20:00,0.06,0.14,0,0.55,0.47,2.07,12.31,14.51,0,2.07,17,88,7.06,28.79,266
2022-07-29 13:25:00,0.43,0.11,0,0.53,0.45,2.07,11.8,14.21,0,2.07,17.09,88,6.56,34.35,266
2022-07-29 13:30:00,0.23,0.07,0,0.52,0.43,2.07,11.55,14.03,0,2.07,17.17,87,7.07,33.8,266
2022-07-29 13:35:00,0.29,0.1,0,0.43,0.35,2.08,11.82,13.69,0,2.08,17.4,86,7.61,44.25,265.8
2022-07-29 13:40:00,0.37,0.11,0,0.41,0.31,2.08,12.14,13.26,0,2.08,17.63,84,6.64,20.18,265.6
2022-07-29 13:45:00,0.54,0,0,0.46,0.35,2.07,12.15,13.42,0,2.07,17.94,84,4.6,16.56,265.4
2022-07-29 13:50:00,0.21,0.07,0,0.44,0.32,2.08,12.33,13.74,0,2.08,18.02,82,5.53,340.9,265.3
2022-07-29 13:55:00,0.27,0.11,0,0.42,0.34,2.08,12.21,14,0,2.08,18.12,82,4.81,339.2,265.1
2022-07-29 14:00:00,0,0.09,0,0.43,0.32,2.08,12.47,14.69,0,2.08,18.16,81,6.6,353.6,265.1
2022-07-29 14:05:00,0,0.16,0,0.47,0.34,2.07,12.48,15.55,0,2.07,18.03,82,5.6,328.5,265.3
2022-07-29 14:10:00,0,0.09,0,0.42,0.32,2.08,12.36,15.62,0,2.08,18.03,82,7.5,348.1,265.5
2022-07-29 14:15:00,0.02,0.06,0,0.4,0.3,2.07,12.7,15.22,0,2.07,17.9,82,8.41,345.7,265.6
2022-07-29 14:20:00,0.44,0.08,0,0.4,0.31,2.07,12.92,14.9,0,2.07,17.9,82,9.58,346.1,265.6
2022-07-29 14:25:00,0.21,0.06,0,0.44,0.36,2.07,13.1,14.29,0,2.07,18.03,82,7.07,341.4,265.5
2022-07-29 14:30:00,0.07,0.04,0,0.48,0.42,2.07,13.26,13.67,0,2.07,18.22,81,7.16,341.4,265.3
2022-07-29 14:35:00,0.38,0.1,0,0.53,0.43,2.08,12.76,13.16,0,2.08,18.33,83,6.8,332.2,265.2
2022-07-29 14:40:00,0.29,0.1,0,0.5,0.44,2.08,13.33,12.9,0,2.08,18.4,80,5.04,345,265.1
2022-07-29 14:45:00,0.33,0.06,0,0.5,0.45,2.07,13.84,13.42,0,2.07,18.41,80,4.33,322.9,265
2022-07-29 14:50:00,0.24,0.07,0,0.53,0.46,2.07,13.74,14.11,0,2.07,18.6,79,7.12,317.5,265
2022-07-29 14:55:00,0.33,0.07,0,0.49,0.43,2.07,14.48,14.25,0,2.07,18.38,79,5.35,354.9,265
2022-07-29 15:00:00,0.2,0.07,0,0.56,0.47,2.07,14.25,14.54,0,2.07,18.54,79,8.12,315.2,265
2022-07-29 15:05:00,0.24,0.08,0,0.46,0.42,2.07,15.14,15.11,0,2.07,18.56,77,6.49,314.9,265
2022-07-29 15:10:00,0.28,0.1,0,0.53,0.47,2.07,14.89,15.49,0,2.07,18.8,77,8.15,318.5,264.8
2022-07-29 15:15:00,0,0.03,0.08,0.77,0.85,2.07,14.5,15.34,0,2.07,18.75,77,8.98,0.64,264.9
2022-07-29 15:20:00,0.25,0.11,2.03,2.99,5.02,2.07,12.25,14.94,0,2.07,18.49,79,6.66,4.41,264.9
2022-07-29 15:25:00,0.31,0.04,0.66,2.03,2.69,2.06,13.33,14.86,0,2.06,18.4,78,6.82,21.46,265
2022-07-29 15:30:00,0.15,0.07,0,0.56,0.48,2.07,14.19,15.32,0,2.07,18.4,78,5.21,14.21,265.1
2022-07-29 15:35:00,0.08,0.01,0,0.52,0.44,2.06,13.87,15.71,0,2.06,18.51,78,2.23,21.58,265.2
2022-07-29 15:40:00,0.27,0.07,0,0.51,0.38,2.06,13.95,15.49,0,2.06,18.62,78,5.85,66.03,265.1
2022-07-29 15:45:00,0.3,0.05,0,0.51,0.42,2.06,13.84,15.7,0,2.06,18.64,77,5.16,46.06,265.1
2022-07-29 15:50:00,0.28,0.02,0,0.53,0.41,2.06,14.79,16.65,0,2.06,18.68,77,4.08,66.23,265
2022-07-29 15:55:00,0.31,0.06,0,0.51,0.37,2.06,14.37,16.66,0,2.06,18.82,77,4.31,20.09,265
2022-07-29 16:00:00,0.09,0.04,0,0.49,0.36,2.06,13.41,16.05,0,2.06,18.64,80,6.62,34.62,265
2022-07-29 16:05:00,0.35,0.06,0,0.42,0.3,2.06,12.96,15.41,0,2.06,18.36,81,8.89,8.5,265.2
2022-07-29 16:10:00,0.18,0,0,0.46,0.33,2.06,13.41,14.55,0,2.06,18.01,81,8.34,20.45,265.3
2022-07-29 16:15:00,0.02,0.03,0,0.42,0.33,2.06,13.13,13.58,0,2.06,17.9,81,7.66,22.75,265.5
2022-07-29 16:20:00,0.1,0.08,0,0.42,0.35,2.06,12.65,12.79,0,2.06,17.96,83,5.07,22.53,265.5
2022-07-29 16:25:00,0.15,0.08,0,0.45,0.33,2.06,12.72,12.2,0,2.06,18.04,82,5.25,19.05,265.5
2022-07-29 16:30:00,0.35,0.06,0,0.39,0.31,2.05,13.02,12,0,2.05,18.1,81,5.08,8.73,265.5
2022-07-29 16:35:00,0.54,0.09,0,0.34,0.26,2.06,13.08,11.75,0,2.06,18.1,81,4.16,360,265.5
2022-07-29 16:40:00,0.19,0.07,0,0.38,0.27,2.06,12.67,11.41,0,2.06,18.23,81,3.04,37.96,265.5
2022-07-29 16:45:00,0.4,0.1,0,0.41,0.28,2.06,13.07,11.3,0,2.06,18.34,80,2.08,74.19,265.4
2022-07-29 16:50:00,0.25,0.11,0,0.4,0.29,2.05,13.22,11.29,0,2.05,18.51,79,2.56,45.87,265.3
2022-07-29 16:55:00,0.17,0.08,0,0.47,0.34,2.05,12.33,11.28,0,2.05,18.71,79,2.28,340.1,265.4
2022-07-29 17:00:00,0.07,0.12,0,0.35,0.3,2.06,13.6,11.28,0,2.06,18.7,78,4.26,1.95,265.3
2022-07-29 17:05:00,0.18,0.06,0,0.38,0.28,2.05,13.35,11.41,0,2.05,18.74,78,4.46,37.71,265.2
2022-07-29 17:10:00,0.07,0.06,0,0.4,0.28,2.05,14.14,11.56,0,2.05,18.83,77,3.64,14.26,265.2
2022-07-29 17:15:00,0.32,0.06,0,0.51,0.43,2.06,13.85,11.89,0,2.06,18.8,78,3.86,323.2,265.3
2022-07-29 17:20:00,0.38,0.11,0,0.51,0.37,2.05,14.13,11.82,0,2.05,18.74,78,4.67,20.2,265.3
2022-07-29 17:25:00,0.1,0.03,0,0.46,0.34,2.05,14.55,11.26,0,2.05,18.63,78,3.46,34.18,265.2
2022-07-29 17:30:00,0.11,0.05,0,0.44,0.36,2.05,14.79,11.2,0,2.05,18.76,78,4.78,31.01,265.3
2022-07-29 17:35:00,0.26,0.04,0,0.49,0.41,2.04,15.57,11.56,0,2.04,18.8,78,5.9,17.08,265.2
2022-07-29 17:40:00,0.23,0.02,0,0.58,0.47,2.05,15.45,11.76,0,2.05,18.74,78,4.95,358.9,265.3
2022-07-29 17:45:00,0.15,0.07,0,0.57,0.46,2.06,14.98,11.86,0,2.06,18.75,79,6.25,7.37,265.3
2022-07-29 17:50:00,0.21,0.03,0,0.5,0.4,2.05,14.88,11.58,0,2.05,18.6,79,7.76,12.83,265.3
2022-07-29 17:55:00,0.33,0.02,0,0.53,0.45,2.04,14.9,11.08,0,2.04,18.6,79,6.32,359.2,265.3
2022-07-29 18:00:00,0.13,0.04,0,0.59,0.5,2.05,15.53,11.11,0,2.05,18.61,78,4.9,352.3,265.3
