Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS17, L1, 5Mn
Exported On:,2022/08/24,10:57
Date Range:,1995/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), O3 (ppb), NO (ppb), NO2 (ppb), NOX (ppb), THC (ppm), PM2.5 (ug/m3), Temp @ 2M (deg. C), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), PC (mm)
2022-05-24 10:25:00,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,0
2022-05-24 10:30:00,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,0
2022-05-24 10:35:00,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,0
2022-05-24 10:40:00,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,0
2022-07-17 22:35:00,0,0,19.29,0,2.33,2.13,2.28,5.15,18.05,7.3,162.6,55,0
2022-07-17 22:40:00,0,0.07,18.5,0,3.2,3.01,2.28,5.32,18,6.98,163.4,55,0
2022-07-17 22:45:00,0,0.06,18.14,0,4.1,3.89,2.28,5.55,17.88,6.53,162.6,55,0
2022-07-17 22:50:00,0.02,0.01,17.98,0,4.83,4.44,2.32,5.67,17.77,7.85,160.7,56,0
2022-07-17 22:55:00,0,0.06,17.05,0,4.52,4.1,2.27,5.84,17.42,7.94,159.3,57,0
2022-07-17 23:00:00,0.11,0.08,16.92,0,4.95,4.5,2.31,5.92,17.35,7.53,159.4,58,0
2022-07-17 23:05:00,0.01,0.24,16.93,0,5.19,4.75,2.33,5.83,17.41,8.11,157.7,58,0
2022-07-17 23:10:00,0.04,0.22,16.3,0,5.4,5.14,2.34,5.89,17.38,7.44,158.8,57,0
2022-07-17 23:15:00,0,0,16.04,0,5.99,5.83,2.28,5.95,17.28,7.31,158.4,58,0
2022-07-17 23:20:00,0,0,16.45,0,6.05,5.75,2.3,5.93,17.29,7.08,157.3,58,0
2022-07-17 23:25:00,0,0,16.51,0,5.62,5.47,2.29,5.93,17.09,7.68,156,58,0
2022-07-17 23:30:00,0,0,16.82,0,5.14,5.06,2.3,5.9,17,7.4,158,59,0
2022-07-17 23:35:00,0.04,0,16.68,0,4.9,4.8,2.27,5.85,17.05,7.53,161.5,58,0
2022-07-17 23:40:00,0.05,0.03,16.49,0,4.94,4.74,2.3,5.73,16.92,6.74,162.3,59,0
2022-07-17 23:45:00,0.01,0,17.01,0,5.18,4.8,2.31,5.54,17.04,7.41,163.4,59,0
2022-07-17 23:50:00,0,0.03,16.82,0,5.12,4.81,2.33,5.46,16.82,6.84,163.9,59,0
2022-07-17 23:55:00,0.18,0.08,16.49,0,5.09,4.91,2.29,5.58,16.73,6.93,162.9,60,0
2022-07-18 00:00:00,0.03,0.08,16.8,0,4.99,4.7,2.27,5.72,16.67,6.22,159.9,60,0
2022-07-18 00:05:00,0,0.01,16.56,0,5.22,4.89,2.29,5.74,16.51,6.67,157.9,61,0
2022-07-18 00:10:00,0,0.11,16.33,0,5.55,5.09,2.3,5.61,16.35,7.11,157.5,61,0
2022-07-18 00:15:00,0,0,16.66,0,5.78,5.34,2.29,5.46,16.46,7.42,157.6,61,0
2022-07-18 00:20:00,0,0.19,16.07,0,5.54,5.14,2.29,5.46,16.32,7.9,161.2,62,0
2022-07-18 00:25:00,0.11,0.11,15.73,0,5.42,5.2,2.35,5.46,16.49,8.05,162.5,61,0
2022-07-18 00:30:00,0.06,0.1,16.53,0,5.42,5.25,2.35,5.32,16.6,8.51,162.3,61,0
2022-07-18 00:35:00,0,0.18,16.92,0,5.63,5.37,2.34,5.23,16.54,6.97,172.2,61,0
2022-07-18 00:40:00,0,0.08,17.07,0,5.41,5.27,2.31,5.42,16.76,8.19,172.7,60,0
2022-07-18 00:45:00,0.05,0.06,17.68,0.01,5.24,5.25,2.31,5.49,16.83,7.96,173.4,60,0
2022-07-18 00:50:00,0,0.08,17.87,0.08,5.08,5.16,2.33,5.41,16.8,7.86,166.8,60,0
2022-07-18 00:55:00,0,0.1,18.59,0,4.78,4.68,2.31,5.35,16.8,8.76,167.1,60,0
2022-07-18 01:00:00,0,0.02,19.26,0.15,4.15,4.3,Z/S,5.25,16.75,8.39,161.8,60,0
2022-07-18 01:05:00,Z/S,0,19.07,0.01,4.01,4.02,Z/S,5.15,16.6,7.33,158.1,61,0
2022-07-18 01:10:00,Z/S,0,19.26,0,3.9,3.76,Z/S,5.16,16.47,7.83,159.6,61,0
2022-07-18 01:15:00,Z/S,0.06,19.28,0,3.83,3.52,Z/S,5.21,16.35,7.82,161,62,0
2022-07-18 01:20:00,Z/S,0.03,19.07,0,3.67,3.42,Z/S,5.27,16.45,7.55,158.6,62,0
2022-07-18 01:25:00,Z/S,0.03,18.65,0,3.87,3.63,Z/S,5.4,16.32,8.38,160.4,62,0
2022-07-18 01:30:00,Z/S,0.04,18.6,0,4.27,3.98,Z/S,5.48,16.29,8.57,170.8,63,0
2022-07-18 01:35:00,Z/S,0,18.37,0,4.55,4.25,Z/S,5.51,16.32,7.65,171.5,63,0
2022-07-18 01:40:00,Z/S,0,18.13,0,4.65,4.23,Z/S,5.65,16.17,7.79,169.6,64,0
2022-07-18 01:45:00,Z/S,0.16,18.77,0,4.84,4.44,Z/S,5.7,16.2,7.12,172.3,64,0
2022-07-18 01:50:00,Z/S,0.19,18.93,0,5.11,4.84,Z/S,5.74,16.29,7.41,168.9,64,0
2022-07-18 01:55:00,Z/S,0,19.3,0,5.17,4.96,Z/S,5.96,16.25,7.18,173.1,65,0
2022-07-18 02:00:00,0.77,Z/S,19.1,0,5.13,5.04,2.31,6.11,16.25,7.19,166.6,65,0
2022-07-18 02:05:00,0.93,Z/S,18.94,0,5.16,4.94,2.28,6.1,16.16,7.14,163.4,66,0
2022-07-18 02:10:00,0.89,Z/S,19.26,0,4.91,4.7,2.34,6.15,16.07,6.89,163.1,66,0
2022-07-18 02:15:00,0.95,Z/S,18.9,0,4.65,4.53,2.35,6.17,15.87,6.86,163,68,0
2022-07-18 02:20:00,0.68,Z/S,19.06,0,4.7,4.53,2.35,6.08,15.79,7.31,170.1,68,0
2022-07-18 02:25:00,0.49,Z/S,18.96,0,4.33,4.23,2.29,6.09,15.69,7.62,170.8,69,0
2022-07-18 02:30:00,0.41,Z/S,19.66,0,4.21,4.09,2.32,6.12,15.71,7.04,173.2,69,0
2022-07-18 02:35:00,0.32,Z/S,20.12,0,4.07,3.86,2.3,6.15,15.73,6.92,171,69,0
2022-07-18 02:40:00,0.22,Z/S,20.76,0,3.93,3.59,2.29,6.16,15.7,7.25,165.7,70,0
2022-07-18 02:45:00,0.17,Z/S,20.34,0,3.66,3.25,2.26,6.19,15.63,7.04,164.2,70,0
2022-07-18 02:50:00,0.46,Z/S,21.36,0,3.37,3.08,2.28,6.22,15.6,7.32,160.4,71,0
2022-07-18 02:55:00,0.14,Z/S,22.06,0,3.22,2.95,2.32,6.14,15.59,6.49,169,71,0
2022-07-18 03:00:00,0.46,0.06,22.49,0,3.02,2.83,2.3,6.03,15.67,6.51,164.2,71,0
2022-07-18 03:05:00,0.41,0.03,Z/S,0,2.75,2.57,2.26,6.03,15.55,6.23,166.8,72,0
2022-07-18 03:10:00,0.43,0.22,Z/S,0,2.66,2.36,2.26,6.13,15.61,6.65,168,72,0
2022-07-18 03:15:00,0.51,0,Z/S,0,2.72,2.45,2.29,6.13,15.77,6.46,170.4,72,0
2022-07-18 03:20:00,0.37,0.1,Z/S,0,2.6,2.45,2.3,6.14,15.74,6.61,166.7,73,0
2022-07-18 03:25:00,0.37,0.13,Z/S,0,2.31,2.28,2.24,6.18,15.64,6.02,163.6,73,0
2022-07-18 03:30:00,0.21,0.02,Z/S,0,2.21,2.15,2.28,6.22,15.54,7.35,165.8,74,0
2022-07-18 03:35:00,0,0,Z/S,0,2.14,1.97,2.28,6.31,15.5,7.45,165.6,75,0
2022-07-18 03:40:00,0.02,0.1,Z/S,0,2.09,1.9,2.3,6.36,15.48,7.64,165.2,75,0
2022-07-18 03:45:00,0.18,0,Z/S,0,1.94,1.73,2.25,6.36,15.4,8.08,162.9,76,0
2022-07-18 03:50:00,0.15,0,Z/S,0,1.91,1.59,2.27,6.43,15.25,8.03,161.8,76,0
2022-07-18 03:55:00,0,0,Z/S,0,1.64,1.5,2.3,6.51,15.21,8.06,158.2,77,0
2022-07-18 04:00:00,0,0.03,Z/S,0,1.83,1.52,2.28,6.51,15.15,7.78,159,78,0
2022-07-18 04:05:00,0,0,23.67,0,1.87,1.55,2.24,6.37,15.16,7.57,163.5,78,0
2022-07-18 04:10:00,0,0,24.09,0,1.9,1.72,2.26,6.25,15.17,7.12,161.4,78,0
2022-07-18 04:15:00,0.11,0.06,23.88,0,1.81,1.68,2.26,6.34,15.18,7.57,155.4,78,0
2022-07-18 04:20:00,0,0.06,23.48,0,1.78,1.51,2.29,6.45,15.13,7.29,156.4,78,0
2022-07-18 04:25:00,0,0,23.89,0,1.77,1.64,2.25,6.54,15.28,7.99,157.7,78,0
2022-07-18 04:30:00,0,0,23.73,0,1.74,1.59,2.23,6.51,15.19,7.94,157.2,78,0
2022-07-18 04:35:00,0,0,24.3,0,1.76,1.45,2.28,6.53,15.34,8.05,162.4,78,0
2022-07-18 04:40:00,0.11,0,24.37,0,1.7,1.5,2.26,6.53,15.4,7.07,160,78,0
2022-07-18 04:45:00,0,0,24.14,0,1.83,1.54,2.24,6.52,15.34,7.67,159.9,78,0
2022-07-18 04:50:00,0,0,23.76,0,1.78,1.5,2.23,6.53,15.3,7.33,156.4,79,0
2022-07-18 04:55:00,0.01,0,24.4,0,1.74,1.52,2.24,6.62,15.28,7.91,156.8,79,0
2022-07-18 05:00:00,0,0,23.91,0,1.72,1.55,2.27,6.83,15.3,7.78,159.5,79,0
2022-07-18 05:05:00,0,0.03,24.12,Z/S,Z/S,Z/S,2.27,7.02,15.53,7.86,156.3,79,0
2022-07-18 05:10:00,0,0,24.44,Z/S,Z/S,Z/S,2.26,7.05,15.87,7.63,159.7,78,0
2022-07-18 05:15:00,0,0,24.76,Z/S,Z/S,Z/S,2.25,7.05,16.21,8.15,154.9,76,0
2022-07-18 05:20:00,0.04,0,24.6,Z/S,Z/S,Z/S,2.25,7.15,16.42,8.06,155.2,76,0
2022-07-18 05:25:00,0.19,0,24.81,Z/S,Z/S,Z/S,2.26,7.22,16.62,8.22,156.7,76,0
2022-07-18 05:30:00,0.24,0.04,25.24,Z/S,Z/S,Z/S,2.2,7.24,16.82,9.3,156.2,75,0
2022-07-18 05:35:00,0.48,0,25.29,Z/S,Z/S,Z/S,2.22,7.18,16.99,7.38,159.5,75,0
2022-07-18 05:40:00,0.55,0.01,25.47,Z/S,Z/S,Z/S,2.24,7.22,17.23,8.82,162,74,0
2022-07-18 05:45:00,0.82,0.05,25.45,Z/S,Z/S,Z/S,2.23,7.37,17.5,7.23,174.1,74,0
2022-07-18 05:50:00,1.75,0,26.22,Z/S,Z/S,Z/S,2.18,7.46,17.54,6.49,183.2,74,0
2022-07-18 05:55:00,2.02,0,26.39,Z/S,Z/S,Z/S,2.21,7.55,17.64,6.92,182.7,74,0
2022-07-18 06:00:00,2.39,0.04,26.84,Z/S,Z/S,Z/S,2.25,7.76,17.77,8.07,169.6,74,0
2022-07-18 06:05:00,2.18,0.01,27.12,0.01,2.44,2.44,2.24,8,18.11,8.54,171.5,73,0
2022-07-18 06:10:00,2.32,0,27.48,0,2.36,2.16,2.21,7.99,18.34,9.41,176.1,73,0
2022-07-18 06:15:00,3.01,0.04,28.34,0,2.56,2.4,2.23,8.02,18.7,8.91,175.2,72,0
2022-07-18 06:20:00,3.81,0,29.31,0,2.86,2.83,2.27,8.27,19.03,7.89,190.7,71,0
2022-07-18 06:25:00,4.05,0,30.17,0.09,3.02,3.1,2.2,8.62,19.1,7.8,195.6,70,0
2022-07-18 06:30:00,4.33,0.24,30.73,0.05,3.05,3.1,2.2,8.8,19.23,10.33,183.7,70,0
2022-07-18 06:35:00,4.85,0.22,30.58,0,3.11,3.06,2.23,8.92,19.36,10.01,186.4,69,0
2022-07-18 06:40:00,4.1,0.09,30.77,0.14,2.92,3.06,2.22,8.98,19.4,7.95,181.4,69,0
2022-07-18 06:45:00,4.08,0,30.55,0.34,2.79,3.13,2.19,8.79,19.51,9.38,181.6,69,0
2022-07-18 06:50:00,4.42,0,30.07,0.35,3.01,3.36,2.23,8.67,19.66,9.05,190.3,69,0
2022-07-18 06:55:00,5.38,0.04,30.49,0.52,3.04,3.56,2.22,8.7,19.76,9.18,174.5,68,0
2022-07-18 07:00:00,4.58,0,30.21,0.44,3.25,3.69,2.18,8.75,19.93,7.76,182.7,68,0
2022-07-18 07:05:00,5.41,0,31.49,0.3,3.29,3.59,2.19,8.84,19.98,9.69,177.5,67,0
2022-07-18 07:10:00,5.66,0,31.03,0.38,3.36,3.74,2.21,9.02,19.99,9.54,178.4,68,0
2022-07-18 07:15:00,5.75,0.07,31.44,0.46,3.35,3.8,2.2,9.21,20.37,9.83,176.4,67,0
2022-07-18 07:20:00,6.64,0,31.95,0.45,3.48,3.93,2.18,9.19,20.49,10.9,177.1,66,0
2022-07-18 07:25:00,6.88,0,31.54,0.56,3.94,4.49,2.24,9.26,20.33,10.41,176.1,66,0
2022-07-18 07:30:00,6.97,0,31.75,0.54,4.28,4.82,2.23,9.31,20.21,9.7,192.3,67,0
2022-07-18 07:35:00,6.52,0.06,31.68,0.52,4.06,4.58,2.17,9.22,20.28,9.44,178.2,67,0
2022-07-18 07:40:00,6.84,0,31.23,0.36,3.84,4.2,2.18,9.19,20.66,8.76,178.6,67,0
2022-07-18 07:45:00,8.57,0,31.67,0.47,4.3,4.78,2.23,9.31,20.69,10.48,186.7,66,0
2022-07-18 07:50:00,7.88,0,31.34,0.69,4.31,5,2.17,9.38,20.94,7.95,190.8,66,0
2022-07-18 07:55:00,8,0,32.47,0.55,4.3,4.85,2.17,9.06,21,9.9,190.6,65,0
2022-07-18 08:00:00,5.99,0,33.6,0.38,4.21,4.59,2.19,9.3,20.82,10.16,205.2,65,0
2022-07-18 08:05:00,5.58,0,34.52,0.52,3.69,4.22,2.19,9.73,20.77,9.82,206.6,65,0
2022-07-18 08:10:00,4.83,0.08,33.93,0.52,3.82,4.34,2.17,9.54,20.68,8.44,197.6,66,0
2022-07-18 08:15:00,5.05,0.1,34.01,0.43,3.69,4.12,2.21,9.34,20.84,6.93,197.8,66,0
2022-07-18 08:20:00,6.47,0.19,33.7,0.51,3.96,4.47,2.19,9.49,21.13,7.75,199.1,65,0
2022-07-18 08:25:00,8.19,0,34.75,0.64,4.31,4.95,2.14,9.56,21.39,11.54,199.2,63,0
2022-07-18 08:30:00,8.5,0,35.74,0.41,4.61,5.01,2.18,9.41,21.48,9.57,188,62,0
2022-07-18 08:35:00,9.11,0.04,35.83,0.4,5.02,5.42,2.19,9.31,21.68,9.71,197.6,62,0
2022-07-18 08:40:00,8.05,0.05,36.11,0.77,4.6,5.37,2.14,9.4,21.79,11.05,207.6,61,0
2022-07-18 08:45:00,6.82,0.01,36.56,0.82,3.89,4.71,2.16,9.38,22.04,8.57,192,60,0
2022-07-18 08:50:00,7.95,0.23,36.89,0.76,4.05,4.81,2.22,9.16,22.49,8.78,204.8,58,0
2022-07-18 08:55:00,6.01,0.18,38.24,0.45,4.02,4.46,2.15,8.85,22.49,9.26,189.5,58,0
2022-07-18 09:00:00,5.68,0.05,38.06,0.16,3,3.15,2.17,8.55,22.14,11.78,200.5,59,0
2022-07-18 09:05:00,4.77,0.19,38.53,0.04,2.92,2.96,2.24,8.46,21.95,10.79,195.9,59,0
2022-07-18 09:10:00,3.61,0,38.24,0.14,2.42,2.56,2.21,8.46,22.09,9.89,201.9,58,0
2022-07-18 09:15:00,3.15,0.05,37.45,0.1,2.36,2.46,2.22,8.26,22.35,9.4,196.5,59,0
2022-07-18 09:20:00,4.31,0,38.21,0.15,2.46,2.61,2.21,8.23,23.01,9.3,188.5,57,0
2022-07-18 09:25:00,6.16,0,38.43,0.36,2.8,3.16,2.16,8.53,23.59,9.71,201.2,54,0
2022-07-18 09:30:00,7.33,0.14,38.5,0.33,3.46,3.78,2.17,8.69,23.55,10.48,208.7,54,0
2022-07-18 09:35:00,8.75,0.27,40,0.19,4,4.19,2.21,8.49,23.61,10.38,201.6,54,0
2022-07-18 09:40:00,7.35,0.11,39.72,0.51,3.43,3.94,2.2,8.4,24.4,11.94,209.1,51,0
2022-07-18 09:45:00,10.63,0.1,39.64,0.59,3.89,4.48,2.2,8.22,24.49,13.32,223.9,49,0
2022-07-18 09:50:00,10.53,0.22,39.45,0.65,4.97,5.62,2.2,8.08,24.44,11.15,216.6,49,0
2022-07-18 09:55:00,7.84,0,39.66,0.59,4.22,4.82,2.18,8.2,25.04,14.01,223.6,47,0
2022-07-18 10:00:00,11.29,0.17,39.86,0.86,4.43,5.29,2.17,8.16,25.34,12.3,225.5,47,0
2022-07-18 10:05:00,11.06,0.28,40.99,0.84,5.27,6.1,2.21,8.12,25.33,13.14,198.9,48,0
2022-07-18 10:10:00,10.89,0.17,41.2,0.59,4.29,4.88,2.18,8.5,25.02,10.79,202,48,0
2022-07-18 10:15:00,9.22,0.18,41.14,0.4,3.76,4.16,2.17,8.82,25.28,11.49,201.1,48,0
2022-07-18 10:20:00,9.17,0.23,41.71,0.07,3.59,3.66,2.21,8.82,24.91,12.64,201.9,47,0
2022-07-18 10:25:00,8.19,0.2,41.83,0.09,3.45,3.54,2.2,8.86,24.89,14.31,200.5,47,0
2022-07-18 10:30:00,7.04,0,41.43,0,3.14,3.1,2.19,8.85,25.3,12.13,200.7,47,0
2022-07-18 10:35:00,5.45,0.28,41.64,0.15,2.84,2.99,2.18,8.6,25.79,16.24,218.5,44,0
2022-07-18 10:40:00,5.56,0.05,40.52,0.44,3.4,3.84,2.14,8.31,25.63,17.21,220.6,43,0
2022-07-18 10:45:00,2.52,0.17,41.43,0.36,3.62,3.98,2.13,8.54,25.68,13.36,211.6,44,0
2022-07-18 10:50:00,0.53,0,41.28,0.2,2.59,2.79,2.18,9.2,25.92,14.89,202.3,45,0
2022-07-18 10:55:00,3.54,0.1,39.92,0.18,3,3.19,2.16,9.53,25.47,18.18,219.1,44,0
2022-07-18 11:00:00,3.68,0,39.24,0.14,4.08,4.22,2.13,9.45,25.05,16.59,212.8,45,0
2022-07-18 11:05:00,6.28,0.21,40.07,0.41,4.42,4.83,2.21,9.79,25.32,13.83,209.7,46,0
2022-07-18 11:10:00,5.03,0.23,40.23,0.54,4.86,5.4,2.2,10.46,25.77,13.09,202.1,46,0
2022-07-18 11:15:00,1.12,0.19,41.44,0.03,3.5,3.52,2.15,10.68,25.62,15.66,205.5,44,0
2022-07-18 11:20:00,0.4,0.07,42.4,0,2.49,2.28,2.19,10.14,25.89,14.77,205.4,43,0
2022-07-18 11:25:00,0.39,0.11,43.05,0,2.14,2.04,2.14,10.04,26.18,15.73,193.2,43,0
2022-07-18 11:30:00,1.3,0,43.18,0.02,2.28,2.3,2.14,10.41,26.25,15.46,209.8,43,0
2022-07-18 11:35:00,1.41,0,40.95,0.31,2.42,2.73,2.23,11.6,26.45,19.76,202.7,41,0
2022-07-18 11:40:00,0.53,0.13,40.85,0.29,1.64,1.93,2.18,11.9,26.62,14.92,200.2,42,0
2022-07-18 11:45:00,0.34,0.23,40.72,0.08,1.55,1.63,2.13,11.62,27.2,16.63,202,41,0
2022-07-18 11:50:00,0.4,0.05,41.9,0.14,1.43,1.57,2.19,11.14,26.84,17.45,211.1,41,0
2022-07-18 11:55:00,2.93,0.13,42.32,0.16,1.89,2.05,2.11,10.63,26.77,19.1,220.3,41,0
2022-07-18 12:00:00,1.66,0.04,41.9,0.18,2.05,2.23,2.13,9.91,27.07,17.75,227.3,42,0
2022-07-18 12:05:00,2.79,0.2,41.71,0.02,2.08,2.11,2.19,9.51,27.37,17.27,212.9,42,0
2022-07-18 12:10:00,0.63,0.1,42.58,0.17,1.99,2.16,2.11,9.52,26.77,18.39,220,43,0
2022-07-18 12:15:00,0.33,0.09,43.45,0.19,1.24,1.43,2.12,10.58,27.27,16.78,198.7,43,0
2022-07-18 12:20:00,1.21,0,44.6,0.22,1.26,1.48,2.15,12.04,27.6,20.99,224.8,41,0
2022-07-18 12:25:00,0.95,0,45.26,0,1.35,1.32,2.11,12.05,27.46,16.99,213.3,41,0
2022-07-18 12:30:00,2.65,0.08,43.97,0,1.55,1.48,2.14,12.57,27.74,18.64,215.8,41,0
2022-07-18 12:35:00,2.59,0.08,45.43,0,2.41,2.4,2.15,14.43,27.79,17.31,220.7,40,0
2022-07-18 12:40:00,1.62,0.11,45.78,0.08,1.82,1.9,2.13,14.32,27.87,17.23,215.2,40,0
2022-07-18 12:45:00,3.94,0.16,45.66,0.37,2.1,2.47,2.14,14.12,28.27,18.55,215.5,39,0
2022-07-18 12:50:00,2.85,0.14,46.97,0.26,2.74,2.99,2.15,14.01,28.08,24.13,224.4,37,0
2022-07-18 12:55:00,1.08,0,46.74,0,1.54,1.16,2.1,13.51,27.58,15.03,220.6,40,0
2022-07-18 13:00:00,1.08,0.22,46.7,0,1.51,1.1,2.13,14.33,28.03,16.46,230.3,39,0
2022-07-18 13:05:00,0.79,0,47.05,0,1.08,0.73,2.14,14.71,27.73,18.15,222.6,39,0
2022-07-18 13:10:00,1.05,0,46.3,0,1.2,0.92,2.09,16.18,27.79,17.34,225.7,39,0
2022-07-18 13:15:00,1.45,0,46.19,0,1.58,1.39,2.13,19.06,28.15,18.7,223.9,37,0
2022-07-18 13:20:00,1.08,0,46.48,0,1.37,1.25,2.14,16.67,27.71,20.89,225.6,38,0
2022-07-18 13:25:00,1.42,0.03,46.75,0,1.24,1.16,2.13,12.63,28.16,19.85,216.9,37,0
2022-07-18 13:30:00,1.53,0.23,46.57,0,1.35,1.29,2.14,13.33,28.18,21.28,224.4,36,0
2022-07-18 13:35:00,0.58,0.16,45.76,0,1.11,1.02,2.14,13.57,28.23,19.41,227.1,36,0
2022-07-18 13:40:00,0.7,0.16,44.91,0.05,0.78,0.82,2.1,13.19,27.93,19.43,229.8,37,0
2022-07-18 13:45:00,0.88,0.03,44.78,0,1.01,0.98,2.14,12.63,27.74,21.02,233.4,37,0
2022-07-18 13:50:00,1.19,0.12,45.05,0,1.09,1.01,2.13,12.23,27.59,22.42,230.7,36,0
2022-07-18 13:55:00,1.14,0.01,44.9,0,0.99,0.94,2.08,12.19,27.39,18.21,230.7,35,0
2022-07-18 14:00:00,1.59,0.19,44.27,0,1.02,1.01,2.13,12.8,28.21,15.5,242.9,35,0
2022-07-18 14:05:00,1.32,0.12,44.06,0,1.36,1.15,2.14,14.33,28.84,17.52,236.3,34,0
2022-07-18 14:10:00,1.2,0,43.84,0,1.18,0.98,2.09,14.14,28.57,15.87,245.7,33,0
2022-07-18 14:15:00,1,0.08,43.52,0,1.22,0.88,2.13,12.32,28.96,19.61,241.9,32,0
2022-07-18 14:20:00,1.71,0.04,44.35,0,1.14,0.97,2.12,12.38,28.69,19.54,239.3,31,0
2022-07-18 14:25:00,1.51,0,44.01,0,1.15,1,2.09,12.35,28.92,19.47,226.3,31,0
2022-07-18 14:30:00,1.66,0,45.08,0,1.12,0.96,2.13,12.04,29.19,20.89,227.9,29,0
2022-07-18 14:35:00,1.07,0,44.26,0,1.07,0.82,2.11,12.73,29.25,22.45,231.5,29,0
2022-07-18 14:40:00,4.17,0.03,46.85,0,1.6,1.51,2.1,13.52,28.97,22.63,239.7,29,0
2022-07-18 14:45:00,4.11,0,46.59,0.14,2.05,2.2,2.13,13.63,29.05,21.41,226.7,29,0
2022-07-18 14:50:00,1.92,0,45.24,0.12,1.45,1.58,2.12,14.52,29.1,20.13,224.2,29,0
2022-07-18 14:55:00,0.46,0.13,42.63,0.01,0.91,0.92,2.1,13.93,29.24,18.23,242.5,29,0
2022-07-18 15:00:00,0.57,0,42.78,0,1.03,0.89,2.15,13.84,29.27,21.06,235.5,29,0
2022-07-18 15:05:00,0.4,0.09,42.74,0,0.93,0.68,2.11,14.11,29.29,21.78,229.2,29,0
2022-07-18 15:10:00,1.67,0,44.75,0,0.84,0.66,2.09,12.61,29.05,19.95,240.3,29,0
2022-07-18 15:15:00,1.61,0,44.23,0,1.24,1,2.13,11.91,29.17,16.61,244.8,29,0
2022-07-18 15:20:00,1.37,0,44.18,0,1.23,1.02,2.08,12.49,29.2,22.18,240.6,29,0
2022-07-18 15:25:00,0.43,0,41.94,0,1.14,0.83,2.11,12.9,29.33,17.06,230.4,29,0
2022-07-18 15:30:00,0.83,0.06,43.27,0,0.78,0.38,2.13,13.34,29.24,19.62,225.3,29,0
2022-07-18 15:35:00,1.99,0.07,44.71,0,1.18,0.8,2.08,12.84,29.28,17.21,235.1,29,0
2022-07-18 15:40:00,2.59,0,45.92,0,1.4,1.32,2.12,11.74,29.34,17.77,244.7,29,0
2022-07-18 15:45:00,1.73,0,44.81,0.04,1.46,1.5,2.12,12.28,29.51,17.4,245.1,29,0
2022-07-18 15:50:00,1.88,0,44.76,0.07,1.21,1.27,2.08,11.95,29.38,16.56,239,29,0
2022-07-18 15:55:00,1.6,0.02,45.19,0,1.43,1.31,2.12,11.54,29.28,20.68,234.6,28,0
2022-07-18 16:00:00,2.07,0,46.26,0,1.28,1.01,2.11,12.05,29.21,17.63,229.5,28,0
2022-07-18 16:05:00,0.62,0,45.34,0,1.1,0.79,2.07,11.92,29.29,16.54,238.3,27,0
2022-07-18 16:10:00,0.67,0.06,44.78,0,0.89,0.41,2.11,10.68,29.23,18.71,252.3,27,0
2022-07-18 16:15:00,2.5,0.04,45.79,0,1.08,0.67,2.1,10.14,29.3,19.89,232.8,28,0
2022-07-18 16:20:00,3.03,0,46.6,0,1.52,1.3,2.09,10.49,29.22,16.85,235,28,0
2022-07-18 16:25:00,1.97,0,45.68,0,1.62,1.49,2.13,10.47,29.23,19.72,229.6,28,0
2022-07-18 16:30:00,0.82,0.07,43.81,0,1.16,1.12,2.07,10.51,29.4,16.33,230.7,28,0
2022-07-18 16:35:00,0.16,0.2,42.79,0,0.93,0.78,2.1,9.77,29.42,13.05,222.7,28,0
2022-07-18 16:40:00,1.21,0.1,44.89,0,0.54,0.52,2.13,9.21,29.35,12.94,226.4,27,0
2022-07-18 16:45:00,0.9,0,43.74,0.08,0.86,0.93,2.1,10.24,29.74,18.38,227.9,27,0
2022-07-18 16:50:00,1.07,0,44.94,0.06,1,1.05,2.09,10.28,29.33,18.68,235.6,26,0
2022-07-18 16:55:00,0.19,0,43.67,0,0.86,0.84,2.1,8.94,29.29,15.32,228.2,27,0
2022-07-18 17:00:00,0.45,0.06,43.66,0,0.86,0.75,2.06,9.17,29.39,18.66,229.1,27,0
2022-07-18 17:05:00,0.23,0,43.84,0,0.79,0.58,2.15,10.81,29.24,19.38,228.5,26,0
2022-07-18 17:10:00,0.11,0,43.96,0,0.89,0.77,2.09,11.45,29.27,18.73,219.5,26,0
2022-07-18 17:15:00,1.35,0,45.25,0,0.91,0.91,2.1,11.06,29.3,17.82,225.4,26,0
2022-07-18 17:20:00,1.4,0,45.51,0.06,0.95,1.01,2.13,10.67,29.43,15.68,236.4,26,0
2022-07-18 17:25:00,0.75,0,44.88,0.02,1.13,1.15,2.1,9.41,29.2,15.96,233.6,26,0
2022-07-18 17:30:00,1.03,0,44.89,0,0.94,0.85,2.08,9.05,29.46,16.27,243.9,26,0
2022-07-18 17:35:00,0.73,0,43.77,0,0.77,0.56,2.13,9.13,29.53,14.59,238.4,26,0
