Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS04, L1, 5Mn
Exported On:,2022/08/24,10:48
Date Range:,2015/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NO (ppb), NO2 (ppb), NOX (ppb), O3 (ppb), PM2.5 (ug/m3), CH4 (ppm), NMHC (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 10m (km/h), Wind Dir. @ 10m (deg.)
2022-08-09 05:55:00,0.48,0.14,1.93,-1.51,0.21,-1.3,7.98,3.79,1.93,0,11.26,87,6.94,285.1
2022-08-09 06:00:00,0.43,0.19,1.93,-1.26,0,-1.26,7.81,3.71,1.93,0,11.44,86,6.94,282.8
2022-08-09 06:05:00,0.51,0.24,1.93,-1.36,0.12,-1.24,8.25,3.7,1.93,0,11.57,85,7.61,284
2022-08-09 06:10:00,0.51,0.2,1.93,-1.45,0.02,-1.43,8.64,3.68,1.93,0,11.76,84,6.38,293.8
2022-08-09 06:15:00,0.56,0.28,1.93,-1.48,0.04,-1.44,8.4,3.67,1.93,0,12.04,83,5.7,284.5
2022-08-09 06:20:00,0.56,0.21,1.93,-1.49,-0.07,-1.56,9.61,3.67,1.93,0,12.22,82,6.48,274.9
2022-08-09 06:25:00,0.44,0.16,1.93,-1.62,0.2,-1.42,9.5,3.64,1.93,0,12.34,82,4.8,267.8
2022-08-09 06:30:00,0.64,0.1,1.93,-1.41,-0.03,-1.44,9.21,3.61,1.93,0,12.4,81,6.45,238.4
2022-08-09 06:35:00,0.62,0.07,1.93,-1.32,0.07,-1.26,8.59,3.61,1.93,0,12.37,81,6.82,239.2
2022-08-09 06:40:00,0.45,0.02,1.93,-1.11,0.51,-0.6,8.06,3.57,1.93,0,12.4,81,7.2,243.9
2022-08-09 06:45:00,0.53,0.14,1.93,-1.08,0.78,-0.3,8.44,3.6,1.93,0,12.47,81,6.96,231.1
2022-08-09 06:50:00,0.52,0.19,1.92,-1.34,0.49,-0.86,9.16,3.6,1.92,0,12.4,80,8.41,236.4
2022-08-09 06:55:00,0.52,0.15,1.92,-1.83,-0.01,-1.84,9.65,3.63,1.92,0,12.34,81,8.6,248.3
2022-08-09 07:00:00,0.57,0.3,1.93,-2.01,-0.33,-2.34,9.23,3.65,1.93,0,12.66,80,6.64,260
2022-08-09 07:05:00,0.48,0.19,1.93,-2.01,-0.41,-2.41,9.84,3.71,1.93,0,12.7,80,7.54,259.7
2022-08-09 07:10:00,0.53,0.13,1.93,-1.92,-0.29,-2.21,9.7,3.69,1.93,0,12.9,80,6.25,249.4
2022-08-09 07:15:00,0.48,0.04,1.93,-2.01,-0.2,-2.21,9.42,3.65,1.93,0,13.06,79,5.67,253.6
2022-08-09 07:20:00,0.61,0,1.93,-1.89,-0.37,-2.26,9.83,3.58,1.93,0,13.11,80,7.28,238.5
2022-08-09 07:25:00,0.59,0.01,1.93,-1.79,-0.41,-2.2,9.56,3.52,1.93,0,13.03,80,7.78,239.6
2022-08-09 07:30:00,0.34,0.03,1.93,-1.85,-0.46,-2.31,10.02,3.47,1.93,0,13.16,80,6.51,235.3
2022-08-09 07:35:00,0.52,0,1.92,-1.91,-0.4,-2.31,9.71,3.44,1.92,0,13.47,79,7.89,225.5
2022-08-09 07:40:00,0.43,0,1.92,-1.64,-0.44,-2.08,9.64,3.5,1.92,0,13.41,79,8.64,232.8
2022-08-09 07:45:00,0.47,0.14,1.92,-1.56,-0.09,-1.64,8.91,3.59,1.92,0,13.64,79,7.6,236.9
2022-08-09 07:50:00,0.38,0.06,1.93,-1.58,-0.11,-1.69,9.24,3.57,1.93,0,13.8,78,7.23,237.2
2022-08-09 07:55:00,0.56,0,1.93,-1.44,0.12,-1.32,9.6,3.55,1.93,0,13.71,78,7.19,253.5
2022-08-09 08:00:00,0.44,0,1.93,-1.56,-0.03,-1.59,9.42,3.47,1.93,0,13.99,78,5.59,286.2
2022-08-09 08:05:00,0.47,0,1.93,-1.68,-0.19,-1.86,9.75,3.43,1.93,0,14.54,76,5.43,259.6
2022-08-09 08:10:00,0.64,0,1.93,-1.57,-0.26,-1.83,10.71,3.53,1.93,0,14.83,74,6.63,262.8
2022-08-09 08:15:00,0.43,0,1.93,-1.73,0.17,-1.56,11.08,3.57,1.93,0,14.78,74,8.01,264.4
2022-08-09 08:20:00,0.68,0,1.93,-1.66,0.1,-1.56,11.6,3.46,1.93,0,14.96,74,6.97,260.1
2022-08-09 08:25:00,0.31,0,1.93,-1.75,0.11,-1.64,11.04,3.42,1.93,0,15.18,74,6.95,256.4
2022-08-09 08:30:00,0.47,0,1.93,-1.64,0.11,-1.52,11.34,3.45,1.93,0,15.23,74,8.34,263.7
2022-08-09 08:35:00,0.53,0.25,1.93,-1.47,-0.29,-1.76,12.09,3.45,1.93,0,15.3,73,8.61,264
2022-08-09 08:40:00,0.39,0,1.93,-1.37,-0.31,-1.68,12.81,3.45,1.93,0,15.48,73,8.87,270.5
2022-08-09 08:45:00,0.48,0.09,1.92,-1.58,-0.06,-1.64,14.74,3.47,1.92,0,15.77,71,7.74,256
2022-08-09 08:50:00,0.63,0.03,1.92,-1.83,-0.01,-1.83,15.18,3.36,1.92,0,16.07,70,6.17,269.2
2022-08-09 08:55:00,0.83,0,1.92,-1.87,-0.05,-1.92,15.78,3.36,1.92,0,16.02,70,8.29,242.2
2022-08-09 09:00:00,1.81,0,1.92,-1.86,0,-1.86,16.51,3.51,1.92,0,16.08,69,7.41,251.9
2022-08-09 09:05:00,1.68,0,1.92,-1.79,0.21,-1.57,17.32,3.68,1.92,0,16.15,69,6.16,240.8
2022-08-09 09:10:00,3.03,0,1.92,-1.61,0.42,-1.18,18.3,3.96,1.92,0,16.52,67,5.37,268.4
2022-08-09 09:15:00,4.93,0,1.92,-1.5,0.86,-0.65,18.38,4.32,1.92,0,16.64,66,6.71,253.9
2022-08-09 09:20:00,4.75,0,1.93,-1.16,1.4,0.24,18.39,4.81,1.93,0,16.63,67,6.46,284.4
2022-08-09 09:25:00,3.73,0.1,1.93,-1.31,1.02,-0.29,18.87,4.63,1.93,0,16.79,66,7.72,251.8
2022-08-09 09:30:00,4.52,0,1.94,-0.79,0.98,0.2,18.86,4.01,1.94,0,16.72,67,7.92,244.4
2022-08-09 09:35:00,5.25,0,1.93,-0.24,1.69,1.45,18.82,4.32,1.93,0,16.93,66,6.59,252.5
2022-08-09 09:40:00,3.32,0,1.93,-0.45,1.52,1.07,18.12,4.67,1.93,0,17.15,66,6.86,268.8
2022-08-09 09:45:00,5.2,0,1.93,-0.35,2.22,1.87,18.92,4.49,1.93,0,17.09,66,7.9,253
2022-08-09 09:50:00,4.82,0,1.93,-0.7,2.27,1.57,19.79,4.28,1.93,0,16.96,66,7.88,258
2022-08-09 09:55:00,4.31,0,1.92,-0.98,2.01,1.04,19.22,4,1.92,0,17.36,66,7.5,292.4
2022-08-09 10:00:00,3.79,0,1.91,-0.37,2.02,1.66,19.44,3.64,1.91,0,17.56,65,6.73,273.4
2022-08-09 10:05:00,3.23,0.04,1.92,0.02,2.57,2.59,19.6,3.5,1.92,0,17.56,63,7.65,265.7
2022-08-09 10:10:00,1.18,0,1.91,0.14,2.39,2.53,21.39,3.36,1.91,0,17.61,62,7.57,277.6
2022-08-09 10:15:00,0.9,0,1.9,-0.79,0.88,0.09,22.02,3.27,1.9,0,17.63,62,6.43,276.6
2022-08-09 10:20:00,0.95,0,1.9,-1.15,0.68,-0.47,22.03,3.28,1.9,0,17.96,62,7.03,281.4
2022-08-09 10:25:00,0.63,0,1.89,-1.47,0.45,-1.02,23.48,3.3,1.89,0,17.82,60,7.25,265
2022-08-09 10:30:00,0.59,0,1.89,-1.67,-0.06,-1.73,23.97,3.2,1.89,0,18,59,5.51,245
2022-08-09 10:35:00,0.67,0,1.89,-1.49,0.04,-1.46,24.01,3.11,1.89,0,18.25,58,5.43,307.5
2022-08-09 10:40:00,0.86,0.2,1.9,-1.18,0.72,-0.46,23.5,3.17,1.9,0,18.53,59,5.51,314.5
2022-08-09 10:45:00,0.75,0.06,1.9,-1.13,0.91,-0.22,24.41,3.26,1.9,0,18.6,57,5.88,234.7
2022-08-09 10:50:00,0.73,0,1.9,-1.59,0.55,-1.04,25.4,3.25,1.9,0,18.63,56,3.7,319.5
2022-08-09 10:55:00,1.09,0.01,1.9,-1.55,0.48,-1.07,25.22,3.14,1.9,0,19.03,55,4.85,322
2022-08-09 11:00:00,0.82,0,1.9,-1.39,0.84,-0.55,24.9,3.11,1.9,0,19.03,55,7.36,263.9
2022-08-09 11:05:00,4.52,0,1.91,-0.84,1.3,0.46,22.79,3.11,1.91,0,18.99,56,8.25,282.6
2022-08-09 11:10:00,12.57,0.14,1.91,0.79,3.58,4.38,22.57,3.25,1.91,0,18.92,55,4.41,269.9
2022-08-09 11:15:00,2.62,0,1.89,-0.11,2.46,2.35,23.19,3.3,1.89,0,19.28,54,5.69,278.9
2022-08-09 11:20:00,0.68,0,1.89,-1.65,0.01,-1.64,23.64,3.32,1.89,0,18.86,54,7.34,235.7
2022-08-09 11:25:00,0.56,0.05,1.89,-1.87,-0.02,-1.89,22.66,3.38,1.89,0,19,56,5.39,303
2022-08-09 11:30:00,0.53,0,1.89,-1.77,-0.13,-1.9,22.48,3.37,1.89,0,19.46,56,5.91,269.3
2022-08-09 11:35:00,0.45,0,1.89,-1.74,-0.32,-2.06,22.96,3.37,1.89,0,19.48,54,6.68,232.1
2022-08-09 11:40:00,0.64,0,1.89,-1.91,-0.3,-2.21,23.16,3.42,1.89,0,19.27,55,4.58,243.2
2022-08-09 11:45:00,0.61,0,1.89,-1.76,-0.51,-2.28,21.92,3.43,1.89,0,19.74,55,6.52,266.9
2022-08-09 11:50:00,0.44,0,1.88,-1.78,-0.42,-2.2,21.66,3.42,1.88,0,19.55,54,7.99,235.9
2022-08-09 11:55:00,0.5,0,1.89,-1.71,-0.31,-2.02,22.18,3.45,1.89,0,19.17,54,6.55,252.6
2022-08-09 12:00:00,0.48,0,1.88,-1.56,-0.41,-1.97,21.47,3.43,1.88,0,19.44,54,5,262.4
2022-08-09 12:05:00,0.52,0.08,1.89,-1.57,-0.54,-2.11,21.57,3.46,1.89,0,19.68,53,5.54,270.2
2022-08-09 12:10:00,0.47,0.09,1.89,-1.32,-0.1,-1.42,19.5,3.46,1.89,0,19.9,54,6.98,287.8
2022-08-09 12:15:00,0.62,0,1.88,-1.33,0.17,-1.16,20.4,3.39,1.88,0,19.8,52,6.86,307.2
2022-08-09 12:20:00,0.62,0,1.88,-1.77,-0.59,-2.36,19.88,3.33,1.88,0,19.85,52,8.9,330.1
2022-08-09 12:25:00,0.57,0,1.89,-1.96,-0.53,-2.49,19.96,3.36,1.89,0,19.97,53,5.82,302.8
2022-08-09 12:30:00,0.58,0,1.88,-1.87,-0.45,-2.32,19.57,3.33,1.88,0,20.16,50,4.78,231.5
2022-08-09 12:35:00,0.4,0,1.88,-1.83,-0.3,-2.14,19.02,3.25,1.88,0,20.63,51,6.14,296.1
2022-08-09 12:40:00,0.5,0,1.89,-1.61,-0.49,-2.1,19.98,3.34,1.89,0,20.7,52,7.77,354
2022-08-09 12:45:00,0.57,0.02,1.89,-1.86,-0.13,-1.99,18.91,3.49,1.89,0,20.63,52,8.27,344.5
2022-08-09 12:50:00,0.5,0,1.88,-1.98,-0.34,-2.32,19.36,3.61,1.88,0,20.45,51,5.56,337.2
2022-08-09 12:55:00,0.59,0,1.89,-1.8,-0.16,-1.96,19.16,3.64,1.89,0,20.56,52,5.75,347.9
2022-08-09 13:00:00,0.5,0,1.89,-1.56,-0.64,-2.2,19.32,3.54,1.89,0,20.62,52,7.55,7.57
2022-08-09 13:05:00,0.48,0,1.88,-1.83,-0.41,-2.24,19.55,3.42,1.88,0,20.58,50,6.59,349.7
2022-08-09 13:10:00,0.44,0.04,1.88,-1.78,-0.6,-2.37,19.88,3.4,1.88,0,20.59,49,5.83,348.7
2022-08-09 13:15:00,1.35,0,1.88,-1.62,-0.6,-2.22,20.44,3.51,1.88,0,20.75,49,6.7,347.1
2022-08-09 13:20:00,1.62,0,1.88,-1.43,-0.15,-1.58,20.64,3.78,1.88,0,20.36,48,3.92,4.56
2022-08-09 13:25:00,3.3,0,1.88,-1.29,0.39,-0.9,21.12,4.13,1.88,0,20.65,50,7.19,14.59
2022-08-09 13:30:00,3.31,0.07,1.88,-0.98,0.86,-0.13,20.95,4.39,1.88,0,20.67,51,5.42,19.48
2022-08-09 13:35:00,2.38,0,1.88,-1.06,0.56,-0.5,20.63,4.51,1.88,0,21.12,50,5.5,44.92
2022-08-09 13:40:00,1.87,0,1.88,-1.06,-0.01,-1.08,21.08,4.31,1.88,0,20.93,49,3.35,30.12
2022-08-09 13:45:00,1.93,0,1.88,-1.36,0.25,-1.12,20.04,4.16,1.88,0,21.49,47,5.24,0.8
2022-08-09 13:50:00,1.98,0.01,1.88,-1.38,0.19,-1.19,20.37,4.04,1.88,0,21.5,46,5.39,327.6
2022-08-09 13:55:00,2.42,0.13,1.88,-1.38,0.08,-1.3,20.21,4.08,1.88,0,21.57,45,6.76,355.4
2022-08-09 14:00:00,5.61,0,1.88,-1.32,0.59,-0.73,20.73,4.25,1.88,0,21.3,46,5.9,3.72
2022-08-09 14:05:00,4.53,0,1.88,-1.16,0.93,-0.23,20.03,4.36,1.88,0,21.58,47,4.58,350.8
2022-08-09 14:10:00,3.22,0,1.88,-1.23,0.71,-0.52,20.48,4.29,1.88,0,21.85,46,5.95,358.4
2022-08-09 14:15:00,2.62,0,1.88,-1.51,0.41,-1.09,21.44,4.14,1.88,0,21.57,45,5.43,4.47
2022-08-09 14:20:00,1.8,0,1.88,-1.72,0.25,-1.47,21.18,3.83,1.88,0,21.74,46,4.62,326.3
2022-08-09 14:25:00,1.38,0.05,1.88,-1.89,0.09,-1.8,20.64,3.73,1.88,0,22.09,44,6.22,335.8
2022-08-09 14:30:00,1.28,0,1.88,-2.12,-0.07,-2.19,21.67,3.74,1.88,0,21.64,44,4.94,35.55
2022-08-09 14:35:00,2.25,0,1.88,-1.96,-0.03,-1.99,23,3.82,1.88,0,21.46,46,7.42,73.32
2022-08-09 14:40:00,1.86,0.07,1.88,-1.74,0.08,-1.66,22.8,3.94,1.88,0,21.66,46,6.15,84
2022-08-09 14:45:00,1.65,0,1.88,-1.54,-0.25,-1.78,21.87,4,1.88,0,21.9,45,4.69,113.5
2022-08-09 14:50:00,1.51,0.09,1.88,-1.63,-0.18,-1.81,21.98,3.8,1.88,0,22.04,44,5.82,133.6
2022-08-09 14:55:00,1.21,0.06,1.88,-1.94,-0.07,-2.01,21.91,3.61,1.88,0,22.01,45,6.74,194
2022-08-09 15:00:00,0.76,0,1.88,-2.09,-0.15,-2.23,20.39,3.45,1.88,0,22.3,43,7.94,196.1
2022-08-09 15:05:00,0.65,0,1.88,-2.05,-0.44,-2.49,20.82,3.28,1.88,0,21.87,43,6.87,195.7
2022-08-09 15:10:00,0.54,0,1.88,-2.19,-0.21,-2.4,21.08,3.29,1.88,0,21.73,42,3.9,134.1
2022-08-09 15:15:00,0.46,0.04,1.88,-1.92,-0.26,-2.17,21.23,3.35,1.88,0,22.14,42,3.07,196.8
2022-08-09 15:20:00,0.64,0,1.88,-1.67,-0.46,-2.13,21.07,3.36,1.88,0,22.17,41,4.64,124.9
2022-08-09 15:25:00,0.51,0,1.88,-1.52,-0.51,-2.03,20.7,3.36,1.88,0,21.77,43,4.97,68.74
2022-08-09 15:30:00,0.6,0,1.88,-1.6,-0.48,-2.08,20.93,3.48,1.88,0,21.54,43,5.34,144.8
2022-08-09 15:35:00,0.69,0,1.88,-1.86,-0.56,-2.42,21.08,3.62,1.88,0,21.86,43,4.62,138.8
2022-08-09 15:40:00,0.84,0,1.88,-1.9,-0.41,-2.32,21.25,3.62,1.88,0,21.82,42,5.93,74.91
2022-08-09 15:45:00,0.69,0.06,1.87,-1.84,-0.48,-2.32,20.7,3.53,1.87,0,21.98,43,5.33,180.3
2022-08-09 15:50:00,0.67,0,1.87,-1.31,-0.64,-1.95,21.3,3.5,1.87,0,22.08,41,4.24,244.2
2022-08-09 15:55:00,1.23,0,1.88,-1.62,-0.16,-1.78,21.91,3.54,1.88,0,22.16,43,5.68,139.1
2022-08-09 16:00:00,2.06,0,1.89,-1.54,0.21,-1.33,24.38,3.95,1.89,0,22.11,45,4.9,147.9
2022-08-09 16:05:00,2.06,0,1.89,-1.57,0.2,-1.36,24,4.48,1.89,0,22.4,45,6.48,81.7
2022-08-09 16:10:00,2.15,0.03,1.89,-1.59,0.13,-1.45,25.26,4.67,1.89,0,21.86,44,5.42,34.13
2022-08-09 16:15:00,1.76,0,1.89,-1.67,0.23,-1.44,24.38,4.72,1.89,0,21.87,45,5.43,30.86
2022-08-09 16:20:00,1.77,0,1.89,-1.66,0.37,-1.29,24.12,4.82,1.89,0,22.04,46,6.55,77.22
2022-08-09 16:25:00,1.64,0,1.89,-1.58,0.44,-1.14,24.66,4.94,1.89,0,22.08,45,5.62,121.8
2022-08-09 16:30:00,1.7,0.15,1.89,-1.48,0.18,-1.3,23.82,4.97,1.89,0,22.15,44,6.23,71.23
2022-08-09 16:35:00,1.71,0.06,1.88,-1.51,-0.1,-1.61,23.99,4.81,1.88,0,22.05,44,5.18,87.8
2022-08-09 16:40:00,1.77,0,1.89,-1.63,0.09,-1.55,25.54,4.88,1.89,0,21.9,43,2.94,131.7
2022-08-09 16:45:00,1.79,0,1.89,-1.98,0.21,-1.77,24.91,5.01,1.89,0,22.57,43,4.74,162.6
2022-08-09 16:50:00,1.54,0,1.89,-1.96,-0.04,-2,24.53,4.93,1.89,0,22.26,44,5.86,122.2
2022-08-09 16:55:00,1.45,0,1.89,-1.97,0.11,-1.86,23.88,4.75,1.89,0,22.32,45,4.41,127.6
2022-08-09 17:00:00,1.35,0,1.89,-1.77,0.17,-1.6,22.56,4.55,1.89,0,22.48,43,4.29,142.6
2022-08-09 17:05:00,1.07,0.1,1.88,-1.62,-0.09,-1.7,22.22,4.4,1.88,0,22.61,45,4.04,170.5
2022-08-09 17:10:00,1.2,0,1.88,-1.48,-0.3,-1.78,22.03,4.27,1.88,0,22.96,43,6.25,180.7
2022-08-09 17:15:00,1.24,0,1.88,-1.61,-0.15,-1.75,22.94,4.29,1.88,0,22.15,44,5.55,133.7
2022-08-09 17:20:00,1.48,0,1.89,-1.7,-0.15,-1.85,23.81,4.52,1.89,0,22.13,45,6.12,157.1
2022-08-09 17:25:00,1.42,0,1.88,-1.74,0.09,-1.65,24.66,4.91,1.88,0,22.08,46,8.11,169.1
2022-08-09 17:30:00,1.44,0,1.88,-1.74,0.2,-1.55,25.24,5.41,1.88,0,22.03,46,6.81,156.5
2022-08-09 17:35:00,1.6,0,1.88,-1.94,0.23,-1.71,24.82,5.6,1.88,0,22.16,46,5.6,143.5
2022-08-09 17:40:00,1.57,0,1.89,-2.05,0.22,-1.83,25.24,5.48,1.89,0,21.98,46,7.13,120.7
2022-08-09 17:45:00,2,0,1.89,-2.13,0.86,-1.27,26.94,5.79,1.89,0,21.83,47,7.77,141.6
2022-08-09 17:50:00,2.06,0,1.89,-1.99,1.26,-0.73,27.18,6.42,1.89,0,21.84,47,7.91,142.8
2022-08-09 17:55:00,2.23,0,1.89,-1.76,1.16,-0.6,28.35,7.12,1.89,0,21.63,46,7.2,128.8
2022-08-09 18:00:00,2,0,1.89,-1.65,1.32,-0.33,27.69,7.87,1.89,0,21.77,48,5.53,128.4
2022-08-09 18:05:00,2.06,0,1.9,-1.72,1.48,-0.25,27.47,8.36,1.9,0,21.77,48,6.99,131.1
2022-08-09 18:10:00,2.17,0,1.9,-1.94,1.75,-0.19,28.17,8.63,1.9,0,21.59,48,6.92,118.4
2022-08-09 18:15:00,2.17,0,1.9,-1.87,1.73,-0.13,27.66,8.77,1.9,0,21.42,49,7.74,114
2022-08-09 18:20:00,2.22,0,1.9,-1.77,1.45,-0.32,27.17,8.75,1.9,0,21.49,49,5.74,125.1
2022-08-09 18:25:00,2.12,0,1.91,-1.63,1.4,-0.23,26.99,8.74,1.91,0,21.41,50,6.67,117.9
2022-08-09 18:30:00,2.01,0,1.91,-1.53,1.57,0.04,26.69,8.37,1.91,0,21.31,50,5.8,125.9
2022-08-09 18:35:00,2.11,0,1.91,-1.49,1.7,0.2,26.24,7.95,1.91,0,21.34,50,5.39,123.6
2022-08-09 18:40:00,1.86,0,1.91,-1.47,1.56,0.09,26.02,7.72,1.91,0,21.26,51,5.23,126.7
2022-08-09 18:45:00,1.84,0,1.92,-1.4,1.41,0.01,25.98,7.72,1.92,0,21.16,51,5.26,114.7
2022-08-09 18:50:00,1.85,0,1.92,-1.44,1.45,0,25.39,7.7,1.92,0,20.97,52,5.54,111.8
2022-08-09 18:55:00,1.54,0,1.93,-1.56,1.47,-0.09,25.32,7.59,1.93,0,20.9,52,5.88,116.8
2022-08-09 19:00:00,1.65,0,1.93,-1.75,1.39,-0.36,24.96,7.41,1.93,0,20.69,53,5.66,118.8
2022-08-09 19:05:00,1.54,0,1.92,-1.82,1.19,-0.63,24.46,7.19,1.92,0,20.62,53,5.67,120.7
2022-08-09 19:10:00,1.76,0,1.92,-1.8,1.13,-0.67,24.43,6.99,1.92,0,20.37,53,5.77,120
2022-08-09 19:15:00,1.39,0,1.92,-2.04,1.02,-1.02,23.63,6.86,1.92,0,20.31,54,5.55,122.5
2022-08-09 19:20:00,1.35,0,1.92,-1.92,0.71,-1.22,23.66,6.7,1.92,0,20.17,54,5.81,129.1
2022-08-09 19:25:00,1.29,0,1.91,-1.83,0.64,-1.19,23.23,6.4,1.91,0,20.01,54,4.94,132.2
2022-08-09 19:30:00,1.3,0,1.9,-1.7,0.7,-1,23.14,6.12,1.9,0,19.9,54,5.35,126.7
2022-08-09 19:35:00,1.22,0,1.9,-1.75,0.65,-1.1,22.55,6,1.9,0,19.71,55,4.75,124.6
2022-08-09 19:40:00,1.07,0,1.9,-1.7,0.54,-1.16,22.18,5.83,1.9,0,19.52,56,4.43,126.2
2022-08-09 19:45:00,0.97,0,1.9,-1.78,0.69,-1.09,21.41,5.78,1.9,0,19.26,57,4.68,121.2
2022-08-09 19:50:00,1.08,0,1.92,-1.65,0.44,-1.21,21.13,5.79,1.92,0,18.87,59,4.15,113.1
2022-08-09 19:55:00,1.19,0,1.94,-1.62,0.33,-1.3,20.99,5.84,1.94,0,18.56,61,4.46,115.1
2022-08-09 20:00:00,1.17,0,1.95,-1.9,0.76,-1.14,20.31,5.86,1.95,0,18.32,62,4.85,117
2022-08-09 20:05:00,0.93,0,1.92,-2.02,1.4,-0.62,19.14,5.89,1.92,0,18.13,64,5.15,114.2
2022-08-09 20:10:00,0.93,0,1.92,-2.31,2.91,0.6,18.21,6.15,1.92,0,17.86,65,5.45,110.3
2022-08-09 20:15:00,1.07,0,1.92,-2.59,3.94,1.35,17.13,6.44,1.92,0,17.69,66,5.5,108.6
2022-08-09 20:20:00,0.95,0,1.91,-2.51,4.42,1.91,16.46,6.59,1.91,0,17.43,68,5.58,110.5
2022-08-09 20:25:00,0.91,0,1.92,-2.28,4.04,1.76,17.02,6.79,1.92,0,17.22,69,4.96,118.7
2022-08-09 20:30:00,0.86,0,1.93,-1.92,3.24,1.32,17.36,6.92,1.93,0,17.02,69,4.81,127.5
2022-08-09 20:35:00,0.93,0,1.93,-1.95,2.11,0.16,18.59,6.71,1.93,0,16.98,68,5.12,116.6
2022-08-09 20:40:00,0.85,0,1.94,-1.91,1.71,-0.2,17.97,6.45,1.94,0,16.81,69,4.51,114.5
2022-08-09 20:45:00,0.67,0,1.94,-1.87,1.42,-0.45,18.22,6.36,1.94,0,16.68,70,5.2,114.1
2022-08-09 20:50:00,0.71,0,1.93,-2.03,2.19,0.16,17.39,6.49,1.93,0,16.6,73,5.66,112.9
2022-08-09 20:55:00,0.8,0,1.94,-2.51,2.67,0.16,16.21,6.72,1.94,0,16.44,75,5.32,116.8
2022-08-09 21:00:00,0.72,0,1.95,-2.5,2.16,-0.34,15.69,6.99,1.95,0,16.22,76,4.88,112.2
2022-08-09 21:05:00,0.67,0,1.98,-2.39,1.87,-0.52,15.89,7.21,1.98,0,16.05,78,4.88,120
2022-08-09 21:10:00,0.7,0,1.98,-1.96,1.46,-0.5,16.94,7.27,1.98,0,15.97,76,4.2,127
2022-08-09 21:15:00,0.78,0,1.98,-1.89,1.23,-0.66,16.93,7.26,1.98,0,15.83,76,4.49,133.6
2022-08-09 21:20:00,0.7,0,1.96,-2.25,1.18,-1.07,17.78,7.23,1.96,0,15.79,74,4.62,128.3
2022-08-09 21:25:00,0.86,0,1.95,-2.48,0.93,-1.55,17.7,7.09,1.95,0,15.77,73,3.91,124.1
2022-08-09 21:30:00,0.8,0,1.96,-2.47,1.02,-1.44,18.72,7.07,1.96,0,15.67,73,4.65,136.5
2022-08-09 21:35:00,0.83,0,1.94,-2.37,1.31,-1.06,19.05,7.18,1.94,0,15.57,73,4.63,132.3
2022-08-09 21:40:00,0.97,0,1.92,-2.34,1.23,-1.11,19.6,7.28,1.92,0,15.63,72,4.79,127.6
2022-08-09 21:45:00,1.07,0,1.92,-1.98,0.79,-1.19,19.65,7.37,1.92,0,15.59,71,5.23,138.6
2022-08-09 21:50:00,0.84,0,1.91,-1.89,0.76,-1.13,19.69,7.44,1.91,0,15.43,72,4.85,146.7
2022-08-09 21:55:00,0.84,0,1.91,-1.75,0.79,-0.96,21.17,7.36,1.91,0,15.41,71,5.16,142.5
2022-08-09 22:00:00,0.98,0,1.91,-1.97,0.82,-1.15,21.6,7.27,1.91,0,15.55,69,5.39,138.8
2022-08-09 22:05:00,0.95,0,1.9,-2.09,0.81,-1.28,21.05,7.3,1.9,0,15.44,70,5.71,140
2022-08-09 22:10:00,1.03,0,1.9,-2.11,0.77,-1.34,22.12,7.42,1.9,0,15.48,69,5.43,138.7
2022-08-09 22:15:00,1.06,0,1.9,-2.04,0.76,-1.29,21.83,7.42,1.9,0,15.4,69,6.49,142.3
2022-08-09 22:20:00,0.92,0,1.9,-1.98,0.89,-1.08,22.14,7.33,1.9,0,15.55,68,7.1,139.6
2022-08-09 22:25:00,1.27,0,1.9,-1.99,0.98,-1.01,21.78,7.21,1.9,0,15.44,68,6.17,141
2022-08-09 22:30:00,1.27,0,1.9,-2.06,0.93,-1.13,22.38,7.26,1.9,0,15.34,68,6.45,136.7
2022-08-09 22:35:00,1.24,0,1.9,-2.26,1.14,-1.12,22.52,7.17,1.9,0,15.27,68,5.57,138.6
2022-08-09 22:40:00,1.07,0,1.9,-2.04,0.99,-1.05,21.99,6.98,1.9,0,15.27,68,5.94,140.4
2022-08-09 22:45:00,1.01,0,1.91,-1.65,0.67,-0.98,21.68,6.93,1.91,0,15.14,68,6.08,132.4
2022-08-09 22:50:00,0.96,0,1.92,-1.75,0.65,-1.1,21.73,6.93,1.92,0,15.01,68,6.32,140.6
2022-08-09 22:55:00,0.83,0,1.92,-2.03,0.69,-1.34,22.21,7.06,1.92,0,15.04,68,7.07,127.7
2022-08-09 23:00:00,0.95,0,1.94,-2.08,0.81,-1.27,21.32,7.01,1.94,0,14.87,69,7.33,132.7
2022-08-09 23:05:00,1,0,1.94,-1.84,0.77,-1.08,21.62,6.82,1.94,0,14.9,68,7.13,132.5
2022-08-09 23:10:00,0.96,0,1.94,-1.85,0.82,-1.03,21.42,6.79,1.94,0,14.82,68,7.34,130.9
2022-08-09 23:15:00,0.9,0,1.93,-1.84,0.74,-1.1,21.98,6.86,1.93,0,14.8,68,6.89,130.3
2022-08-09 23:20:00,0.77,0,1.93,-1.88,0.76,-1.12,21.82,6.81,1.93,0,14.8,68,7.02,124.1
