Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS23, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO2 (ppb), NOx (ppb), NO (ppb), THC (ppm), PM2.5 (ug/m3), CH4 (ppm), NMHC (ppm), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg.), Relative Humidity (%), Temperature (deg. C)
2022-07-11 11:15:00,-0.21,0.13,0.1,0.12,0.02,1.9,5.2,1.88,0.022,18.24,203.1,63,21.14
2022-07-11 11:20:00,-0.39,0.13,0.11,0.15,0.04,1.88,5.23,1.88,0.001,20.13,228.2,61,21.44
2022-07-11 11:25:00,0.04,0.11,-0.03,0,0.03,1.88,5.26,1.88,0.001,18.85,210.3,59,21.5
2022-07-11 11:30:00,-0.14,0.11,0.04,0.01,-0.02,1.89,5.29,1.88,0.011,19.02,235,58,21.77
2022-07-11 11:35:00,-0.08,0.13,0.06,0.06,-0.01,1.88,5.24,1.87,0.013,16.56,231.3,58,22.1
2022-07-11 11:40:00,0.01,0.12,0.06,0.06,0,1.88,5.32,1.88,0,17.29,205.2,58,22.43
2022-07-11 11:45:00,-0.13,0.11,0.04,0.04,0,1.88,5.33,1.87,0.006,17.34,210.9,57,22.22
2022-07-11 11:50:00,-0.01,0.11,-0.05,-0.1,-0.05,1.87,5.2,1.87,0,21.82,215.7,55,22.33
2022-07-11 11:55:00,-0.18,0.1,-0.08,-0.09,-0.01,1.88,5.13,1.88,0,17.38,216.7,55,22.52
2022-07-11 12:00:00,-0.14,0.11,0.34,0.53,0.19,1.92,5.18,1.9,0.023,19.28,225,54,22.83
2022-07-11 12:05:00,-0.2,0.12,0.04,0.07,0.03,1.88,5.13,1.88,0,16.28,223.3,53,22.84
2022-07-11 12:10:00,-0.03,0.12,0.78,1.29,0.51,1.94,5.22,1.9,0.038,18.64,232.9,52,23.12
2022-07-11 12:15:00,-0.13,0.09,0.2,0.27,0.07,1.9,5.33,1.88,0.018,16.35,234.2,52,23.32
2022-07-11 12:20:00,-0.1,0.09,1.15,1.84,0.7,1.95,5.46,1.91,0.044,16.32,239.4,50,23.47
2022-07-11 12:25:00,0,0.09,1.62,2.84,1.22,2.07,5.93,1.96,0.108,17.14,235.3,50,23.62
2022-07-11 12:30:00,-0.21,0.11,1.65,2.88,1.23,2.07,6.46,1.97,0.109,16.29,237.5,49,24.17
2022-07-11 12:35:00,-0.12,0.13,1.08,1.67,0.59,1.98,6.25,1.92,0.054,18.46,237.4,48,23.89
2022-07-11 12:40:00,-0.1,0.09,1.22,1.96,0.74,1.96,5.99,1.92,0.045,18.32,236,48,23.94
2022-07-11 12:45:00,-0.15,0.11,1.6,2.68,1.08,2,6.03,1.91,0.091,18.93,237.7,47,24.09
2022-07-11 12:50:00,-0.14,0.12,0.93,1.47,0.55,1.96,6,1.91,0.044,19.08,221.8,48,23.79
2022-07-11 12:55:00,-0.21,0.08,0.62,0.84,0.22,1.9,5.53,1.89,0.017,17.23,218.4,48,23.76
2022-07-11 13:00:00,-0.07,0.09,0.65,1.04,0.39,1.9,5.21,1.88,0.019,18.24,224.2,47,24.11
2022-07-11 13:05:00,-0.25,0.12,0.55,0.84,0.29,1.94,4.93,1.88,0.056,20.22,224.1,48,24.05
2022-07-11 13:10:00,-0.09,0.11,0.64,0.95,0.31,1.91,4.72,1.88,0.028,14.46,239.7,46,24.35
2022-07-11 13:15:00,-0.06,0.11,0.52,0.77,0.25,1.88,4.55,1.88,0.006,14.66,221.5,46,24.41
2022-07-11 13:20:00,-0.18,0.11,0.41,0.62,0.21,1.89,4.22,1.87,0.015,20.57,221.7,45,24.3
2022-07-11 13:25:00,-0.12,0.13,1.42,2.4,0.98,1.93,4.59,1.9,0.038,19.14,223.5,45,24.49
2022-07-11 13:30:00,-0.27,0.11,1.13,1.78,0.65,1.94,5.16,1.88,0.063,20.55,231.5,43,24.68
2022-07-11 13:35:00,-0.13,0.12,0.88,1.33,0.44,1.94,5.06,1.89,0.045,20.54,231.7,43,24.88
2022-07-11 13:40:00,-0.01,0.11,0.98,1.52,0.54,1.95,4.61,1.88,0.07,17.25,242.2,42,24.9
2022-07-11 13:45:00,-0.07,0.11,2.12,3.67,1.55,1.99,4.83,1.92,0.077,19.03,247.7,42,25.15
2022-07-11 13:50:00,-0.05,0.12,1.5,2.2,0.7,2.01,5.22,1.91,0.101,21.45,241.6,42,25.15
2022-07-11 13:55:00,0.01,0.08,0.99,1.26,0.27,1.95,4.96,1.9,0.054,16.17,238.2,43,24.56
2022-07-11 14:00:00,0.04,0.14,0.67,0.77,0.1,1.92,4.35,1.88,0.032,15.73,224.7,44,24.67
2022-07-11 14:05:00,-0.07,0.13,0.88,1.38,0.5,1.91,4.15,1.89,0.015,14.68,242.1,43,25.08
2022-07-11 14:10:00,0,0.12,0.69,1.03,0.34,1.94,4.3,1.88,0.054,18.93,249.3,39,25.83
2022-07-11 14:15:00,-0.03,0.11,1.74,2.39,0.65,1.96,4.41,1.89,0.072,20.19,248.5,40,25.41
2022-07-11 14:20:00,0.02,0.1,2.18,3.13,0.95,2,4.6,1.91,0.099,14.89,239.9,42,25.01
2022-07-11 14:25:00,-0.12,0.12,1.15,1.77,0.62,1.98,4.63,1.9,0.081,15.44,226.1,43,25.06
2022-07-11 14:30:00,-0.19,0.11,0.9,1.41,0.51,1.9,4.09,1.89,0.011,16.29,226.4,42,25.22
2022-07-11 14:35:00,-0.31,0.08,1.21,2,0.79,1.97,3.68,1.89,0.085,15.45,219.6,43,25.15
2022-07-11 14:40:00,-0.14,0.1,1.14,1.86,0.72,1.94,3.72,1.9,0.038,19.92,234.7,40,25.41
2022-07-11 14:45:00,-0.17,0.12,1.12,1.81,0.69,1.93,3.9,1.9,0.025,18.91,231.4,40,25.44
2022-07-11 14:50:00,-0.12,0.09,0.98,1.51,0.53,2,3.97,1.95,0.05,23.04,220.4,40,25.28
2022-07-11 14:55:00,-0.07,0.15,1.16,1.72,0.56,1.96,3.92,1.92,0.041,18.66,228.7,41,25.07
2022-07-11 15:00:00,-0.04,0.11,1.11,1.64,0.53,1.93,3.94,1.91,0.017,24.37,230.4,42,25.16
2022-07-11 15:05:00,-0.02,0.16,2.28,4.12,1.83,2.1,4.48,1.92,0.18,25.27,252.2,40,25.67
2022-07-11 15:10:00,-0.13,0.13,3.2,5.61,2.41,2.12,5.64,1.97,0.151,26.5,239,40,25.67
2022-07-11 15:15:00,-0.13,0.11,2.8,4.45,1.65,2.08,6.15,1.96,0.126,24.92,236.6,41,25.13
2022-07-11 15:20:00,-0.2,0.12,3.48,5.44,1.97,2.15,5.76,2,0.15,21.99,237.4,41,24.9
2022-07-11 15:25:00,-0.07,0.13,3.5,5.29,1.78,2.18,5.73,2.03,0.149,17.62,230.9,41,24.82
2022-07-11 15:30:00,-0.18,0.14,2.32,3.58,1.26,2.13,5.52,2.01,0.119,15.7,223.6,42,24.93
2022-07-11 15:35:00,-0.17,0.14,1.44,2.19,0.75,2.04,4.95,1.96,0.082,20.63,247.6,37,25.7
2022-07-11 15:40:00,-0.07,0.12,3,4.21,1.21,2.04,5.25,1.92,0.121,20.3,250.2,36,25.79
2022-07-11 15:45:00,0.11,0.11,2.43,3.16,0.73,2.04,5.67,1.92,0.119,21.63,249.7,36,25.71
2022-07-11 15:50:00,-0.05,0.1,2.1,2.73,0.63,1.99,5.64,1.92,0.071,19.06,263.5,36,25.48
2022-07-11 15:55:00,-0.03,0.08,1.5,1.84,0.35,1.97,5.05,1.91,0.063,18.33,240.7,38,25.44
2022-07-11 16:00:00,-0.27,0.1,0.48,0.5,0.02,1.91,4.51,1.89,0.016,17.85,234.2,38,25.24
2022-07-11 16:05:00,-0.11,0.08,1,1.29,0.29,1.96,4.15,1.9,0.054,21.78,240.5,37,25.26
2022-07-11 16:10:00,-0.11,0.08,1.99,2.71,0.72,1.97,4.3,1.91,0.065,22.3,237.7,37,25.32
2022-07-11 16:15:00,-0.09,0.08,2.03,2.9,0.87,1.94,4.67,1.9,0.041,22.9,232.9,37,25.24
2022-07-11 16:20:00,-0.04,0.1,2.36,3.68,1.32,1.98,4.69,1.92,0.056,23.21,231.3,37,25.39
2022-07-11 16:25:00,0.02,0.1,2.1,2.98,0.88,2.01,4.64,1.94,0.072,20.4,226.5,38,25.44
2022-07-11 16:30:00,0.04,0.11,2.36,3.55,1.19,1.99,4.64,1.92,0.069,24.82,224.3,38,25.39
2022-07-11 16:35:00,-0.2,0.13,2.72,4.34,1.62,2.01,4.78,1.92,0.091,23.86,238.2,37,25.7
2022-07-11 16:40:00,0.11,0.14,2.56,4.18,1.62,2.07,5.39,1.94,0.128,21.84,242.2,36,26.07
2022-07-11 16:45:00,0.33,0.11,0.86,1.16,0.31,1.97,4.97,1.89,0.074,23.32,263.2,34,26.02
2022-07-11 16:50:00,0.07,0.12,1.38,2.07,0.69,2.02,4.23,1.91,0.115,23.01,257.6,34,26.18
2022-07-11 16:55:00,0.06,0.1,1.65,2.3,0.65,2.05,4.27,1.92,0.129,17.07,250.3,35,26.07
2022-07-11 17:00:00,0.42,0.1,0.97,1.36,0.4,2,4.35,1.91,0.094,23.98,265.8,33,26.32
2022-07-11 17:05:00,0.11,0.15,-0.06,-0.13,-0.07,1.87,3.81,1.87,0,16.39,273.9,34,26.39
2022-07-11 17:10:00,2.65,0.32,0.67,0.94,0.27,1.91,3.35,1.88,0.031,18.47,255.3,34,26.6
2022-07-11 17:15:00,3.93,0.24,0.34,0.44,0.1,1.92,3.37,1.89,0.032,20.29,263.1,33,26.48
2022-07-11 17:20:00,0.46,0.13,-0.01,-0.04,-0.03,1.88,3.36,1.88,0,19.73,271.7,34,26.3
2022-07-11 17:25:00,0.1,0.1,-0.11,-0.2,-0.09,1.87,2.92,1.87,0,18.29,269.4,34,26.35
2022-07-11 17:30:00,0.64,0.13,0.05,0.02,-0.04,1.88,2.59,1.88,0.003,18.65,262.6,35,26.09
2022-07-11 17:35:00,2.56,0.14,0.09,0.07,-0.02,1.89,2.76,1.89,0,17.07,265.4,35,25.58
2022-07-11 17:40:00,3.67,0.17,0.21,0.21,0,1.95,3.26,1.9,0.05,14.73,264.6,36,25.74
2022-07-11 17:45:00,4.51,0.25,0.73,0.92,0.19,1.99,3.36,1.9,0.092,18.52,261.2,35,25.86
2022-07-11 17:50:00,0.75,0.14,-0.07,-0.16,-0.08,1.89,3.01,1.88,0.006,18.83,264.9,35,25.45
2022-07-11 17:55:00,0.22,0.1,-0.13,-0.22,-0.1,1.87,2.41,1.87,0,17.91,264.9,35,25.4
2022-07-11 18:00:00,-0.02,0.11,-0.12,-0.19,-0.07,1.87,2.17,1.87,0,17.34,266.3,35,25.53
2022-07-11 18:05:00,0.93,0.13,-0.09,-0.17,-0.08,1.88,2.33,1.88,0,19.56,263.3,35,25.69
2022-07-11 18:10:00,0.34,0.13,-0.08,-0.18,-0.11,1.88,2.37,1.88,0,20.12,269.2,35,25.72
2022-07-11 18:15:00,-0.1,0.11,-0.15,-0.22,-0.07,1.86,2.07,1.86,0,20.4,272.4,34,25.82
2022-07-11 18:20:00,-0.1,0.14,-0.15,-0.25,-0.1,1.89,1.95,1.87,0.016,21.16,266.5,34,25.78
2022-07-11 18:25:00,0.15,0.1,-0.12,-0.22,-0.1,1.89,1.95,1.87,0.015,18.82,267.9,34,25.85
2022-07-11 18:30:00,0.03,0.09,-0.1,-0.22,-0.11,1.89,2.07,1.87,0.017,18.12,266.8,35,25.65
2022-07-11 18:35:00,-0.28,0.12,-0.21,-0.3,-0.09,1.9,2.35,1.87,0.022,17.33,268.2,35,25.65
2022-07-11 18:40:00,-0.18,0.16,-0.09,-0.2,-0.11,1.91,2.36,1.88,0.029,15.3,270.9,36,25.7
2022-07-11 18:45:00,-0.16,0.14,-0.13,-0.17,-0.04,1.89,2.23,1.88,0.009,13.64,272.5,36,25.6
2022-07-11 18:50:00,-0.03,0.15,0.02,-0.06,-0.08,1.93,2.65,1.88,0.052,12.55,266.6,36,25.6
2022-07-11 18:55:00,-0.03,0.17,0.02,-0.03,-0.05,1.92,3.24,1.88,0.041,11.37,269.2,37,25.59
2022-07-11 19:00:00,-0.12,0.13,-0.13,-0.18,-0.05,1.91,3.19,1.87,0.04,10.53,270,36,25.69
2022-07-11 19:05:00,-0.08,0.17,-0.09,-0.23,-0.14,1.92,2.51,1.87,0.044,11.41,262.2,36,25.59
2022-07-11 19:10:00,-0.05,0.14,-0.07,-0.21,-0.14,1.92,2.1,1.87,0.045,10.75,256,37,25.4
2022-07-11 19:15:00,0.11,0.15,0.04,-0.07,-0.12,1.92,2.2,1.87,0.052,10.58,253.1,37,25.4
2022-07-11 19:20:00,0.18,0.2,1.31,1.4,0.1,2.02,3.06,1.9,0.121,8.15,244.7,39,25.28
2022-07-11 19:25:00,0.05,0.13,5.51,7.04,1.52,2.14,4.86,1.97,0.163,13.7,229.7,39,25.07
2022-07-11 19:30:00,-0.07,0.12,6.06,7.42,1.36,2.17,6.87,2.03,0.14,11.46,233.6,41,24.6
2022-07-11 19:35:00,-0.03,0.14,4.75,5.7,0.96,2.15,7.17,2.03,0.12,11.08,220.3,43,24.27
2022-07-11 19:40:00,-0.18,0.12,3.8,4.5,0.7,2.12,5.83,2,0.119,10.93,221.6,42,24.35
2022-07-11 19:45:00,-0.17,0.14,4.31,5.22,0.92,2.11,5.02,1.99,0.129,10.32,225.8,43,24.31
2022-07-11 19:50:00,-0.05,0.15,6.03,7.36,1.33,2.15,4.72,2.01,0.143,9.81,221.7,43,24.36
2022-07-11 19:55:00,-0.13,0.14,7.12,8.9,1.78,2.18,4.68,2,0.181,10.77,220.8,45,24.17
2022-07-11 20:00:00,-0.13,0.16,5.04,6.02,0.98,2.12,4.33,1.95,0.167,10.37,210,48,23.86
2022-07-11 20:05:00,-0.14,0.14,2,2.16,0.16,1.96,3.51,1.89,0.069,10.73,212.2,47,23.8
2022-07-11 20:10:00,-0.1,0.15,1.05,1.06,0.01,1.92,2.4,1.88,0.04,10.47,213.7,47,23.79
2022-07-11 20:15:00,-0.09,0.12,0.97,0.92,-0.06,1.89,1.98,1.88,0.013,9.84,214.1,49,23.6
2022-07-11 20:20:00,0.02,0.13,0.76,0.75,-0.02,1.89,1.95,1.87,0.018,8.87,213.2,50,23.46
2022-07-11 20:25:00,-0.02,0.12,0.35,0.27,-0.08,1.89,1.94,1.87,0.021,10.29,204.7,50,23.29
2022-07-11 20:30:00,-0.08,0.12,0.1,0.04,-0.07,1.87,1.82,1.87,0.005,10.98,203.2,49,23.2
2022-07-11 20:35:00,-0.28,0.14,0.1,0.01,-0.09,1.88,1.72,1.87,0.009,9.59,198.6,51,23.11
2022-07-11 20:40:00,-0.03,0.16,0.07,-0.04,-0.11,1.86,1.68,1.86,0.001,6.88,196.2,50,23.01
2022-07-11 20:45:00,-0.14,0.17,0.09,0.01,-0.08,1.87,1.7,1.87,0.005,4.64,192.5,54,22.71
2022-07-11 20:50:00,-0.22,0.18,0.19,0.1,-0.09,1.9,1.71,1.87,0.024,4.49,205.3,55,22.23
2022-07-11 20:55:00,-0.13,0.19,0.11,0,-0.11,1.88,1.64,1.86,0.023,7.72,204.6,57,22.15
2022-07-11 21:00:00,-0.09,0.15,0.09,-0.02,-0.1,1.89,1.7,1.86,0.023,8.45,197.6,57,21.95
2022-07-11 21:05:00,-0.19,0.18,0.09,0.01,-0.08,1.87,1.77,1.86,0.009,8.97,202.9,59,21.77
2022-07-11 21:10:00,-0.1,0.15,0.14,0.05,-0.09,1.91,1.83,1.87,0.04,6.92,199.2,60,21.69
2022-07-11 21:15:00,-0.06,0.16,0.09,0.06,-0.03,1.89,1.77,1.86,0.026,7.78,197.1,59,21.53
2022-07-11 21:20:00,0.15,0.17,0.12,0.06,-0.07,1.88,1.73,1.87,0.014,9.37,197.1,60,21.33
2022-07-11 21:25:00,0,0.17,0.19,0.08,-0.11,1.89,1.79,1.87,0.022,8.57,193,60,21.44
2022-07-11 21:30:00,-0.09,0.22,0.8,0.7,-0.1,1.86,1.8,1.86,0.003,9.31,192.7,61,21.22
2022-07-11 21:35:00,-0.21,0.18,0.72,0.6,-0.12,1.88,1.92,1.87,0.013,8.24,190.9,60,21.15
2022-07-11 21:40:00,-0.2,0.2,0.56,0.45,-0.11,1.88,1.83,1.87,0.01,7.95,190,59,20.92
2022-07-11 21:45:00,-0.05,0.2,0.53,0.42,-0.11,1.89,1.63,1.87,0.015,8.42,190.9,61,20.54
2022-07-11 21:50:00,-0.05,0.21,0.49,0.35,-0.13,1.88,1.59,1.87,0.009,8.79,191.2,62,20.51
2022-07-11 21:55:00,-0.15,0.19,0.33,0.23,-0.1,1.88,1.58,1.87,0.001,8.36,192.3,61,20.55
2022-07-11 22:00:00,0.11,0.2,0.29,0.2,-0.09,1.89,1.56,1.88,0.011,7.43,192.8,61,20.39
2022-07-11 22:05:00,0.05,0.16,0.3,0.21,-0.09,1.89,1.61,1.87,0.018,5.89,194.2,61,20.27
2022-07-11 22:10:00,-0.19,0.18,0.42,0.28,-0.14,1.9,1.58,1.88,0.02,5.65,201.6,63,20.06
2022-07-11 22:15:00,-0.09,0.19,0.45,0.33,-0.12,1.89,1.52,1.88,0.008,5.79,196.1,64,19.84
2022-07-11 22:20:00,-0.2,0.18,0.54,0.44,-0.1,1.88,1.5,1.87,0.008,5.56,183.5,64,19.7
2022-07-11 22:25:00,-0.14,0.16,0.7,0.6,-0.1,1.9,1.47,1.87,0.029,6.69,196.5,63,19.7
2022-07-11 22:30:00,0.08,0.17,0.39,0.29,-0.1,1.89,1.33,1.88,0.015,7.3,207.3,64,19.65
2022-07-11 22:35:00,-0.18,0.18,0.2,0.08,-0.13,1.89,1.42,1.88,0.014,7.25,205.8,63,19.51
2022-07-11 22:40:00,-0.18,0.18,0.15,0.04,-0.11,1.9,1.59,1.88,0.017,6.43,215.9,64,19.38
2022-07-11 22:45:00,0.08,0.21,0.09,-0.02,-0.11,1.89,1.54,1.88,0.01,6.7,223.5,63,19.22
2022-07-11 22:50:00,-0.03,0.19,0.05,-0.04,-0.08,1.9,1.57,1.88,0.025,8.27,225.2,64,19.28
2022-07-11 22:55:00,-0.06,0.16,0.14,0.08,-0.06,1.9,1.69,1.88,0.014,9.22,229.8,63,19.53
2022-07-11 23:00:00,-0.02,0.2,0.35,0.27,-0.08,1.88,1.55,1.88,0,7.2,224.9,62,19.65
2022-07-11 23:05:00,-0.13,0.15,0.67,0.56,-0.11,1.92,1.41,1.89,0.027,6.5,228.6,64,19.39
2022-07-11 23:10:00,0.12,0.18,1.86,1.79,-0.07,1.94,1.56,1.9,0.033,5.92,225.1,64,19.17
2022-07-11 23:15:00,-0.05,0.2,5.35,5.46,0.11,2.02,1.82,1.93,0.094,5.57,224.7,64,19.08
2022-07-11 23:20:00,-0.04,0.19,9.79,11.08,1.29,2.16,2.18,1.99,0.169,6.69,212.7,65,19.1
2022-07-11 23:25:00,-0.08,0.23,11.61,14.28,2.67,2.29,2.85,2.07,0.223,7.91,204,66,18.98
2022-07-11 23:30:00,0.07,0.21,12.61,17.14,4.53,2.33,3.22,2.07,0.259,8.05,205,66,18.92
2022-07-11 23:35:00,-0.09,0.2,12.78,19.2,6.42,2.36,3.36,2.09,0.274,7.63,206.9,66,18.65
2022-07-11 23:40:00,0.15,0.26,12.98,23.2,10.22,2.45,3.62,2.14,0.31,7.82,201.6,68,18.32
2022-07-11 23:45:00,-0.08,0.25,13.42,29.83,16.41,2.63,3.98,2.26,0.376,6.6,211.1,68,18.12
2022-07-11 23:50:00,-0.02,0.25,13.2,30.14,16.94,2.62,4.36,2.25,0.364,6.86,212.4,69,17.87
2022-07-11 23:55:00,0.03,0.26,13.03,30.62,17.58,2.55,4.54,2.21,0.344,7.94,205.4,71,17.67
2022-07-12 00:00:00,-0.06,0.25,13.13,30.17,17.04,2.48,4.18,2.16,0.318,8.5,204.7,71,17.6
2022-07-12 00:05:00,-0.03,0.28,Z/S,Z/S,Z/S,2.32,3.58,2.07,0.248,7.77,211.3,71,17.49
2022-07-12 00:10:00,0.16,0.27,Z/S,Z/S,Z/S,2.29,3.27,2.06,0.231,6.78,210.4,71,17.34
2022-07-12 00:15:00,-0.03,0.23,Z/S,Z/S,Z/S,2.27,3.2,2.05,0.225,6.18,204.2,72,17.17
2022-07-12 00:20:00,-0.09,0.29,Z/S,Z/S,Z/S,2.21,3.09,2.02,0.198,7.86,201,73,17
2022-07-12 00:25:00,0.01,0.3,Z/S,Z/S,Z/S,2.23,2.91,2.03,0.201,7.87,200.3,73,16.89
2022-07-12 00:30:00,0.03,0.26,Z/S,Z/S,Z/S,2.15,2.94,2,0.15,7.04,202.2,74,16.7
2022-07-12 00:35:00,-0.15,0.3,Z/S,Z/S,Z/S,2.09,3.08,1.97,0.119,7.3,206.4,75,16.51
2022-07-12 00:40:00,-0.05,0.28,Z/S,Z/S,Z/S,2.06,3.19,1.96,0.106,8.24,202.2,74,16.46
2022-07-12 00:45:00,-0.03,0.3,Z/S,Z/S,Z/S,2.03,3.06,1.95,0.081,8.75,193.9,75,16.21
2022-07-12 00:50:00,-0.13,0.25,Z/S,Z/S,Z/S,2,2.78,1.94,0.059,8.19,200.6,75,16.18
2022-07-12 00:55:00,-0.13,0.26,Z/S,Z/S,Z/S,1.98,2.69,1.93,0.05,8.03,196.6,76,16.05
2022-07-12 01:00:00,0.01,0.26,2.81,2.77,-0.04,1.99,2.77,1.95,0.044,5.99,186.4,76,16
2022-07-12 01:05:00,-0.13,0.24,2.25,2.2,-0.06,1.97,2.77,1.94,0.031,4.3,157.1,75,16.02
2022-07-12 01:10:00,0.03,0.26,2.7,2.62,-0.08,1.98,2.79,1.94,0.034,4.8,137.8,73,15.82
2022-07-12 01:15:00,-0.14,0.27,2.98,2.9,-0.07,2.02,3.45,1.95,0.074,5.4,149.3,73,15.8
2022-07-12 01:20:00,0.04,0.22,2.16,2.06,-0.1,1.99,5.63,1.94,0.057,6.84,161.9,74,15.86
2022-07-12 01:25:00,0.02,0.26,1.99,1.92,-0.07,1.95,6.13,1.93,0.021,7.81,153.8,73,16
2022-07-12 01:30:00,-0.07,0.26,3.71,3.74,0.03,2.02,4.44,1.94,0.08,8.12,146.3,73,16.01
2022-07-12 01:35:00,-0.03,0.2,3.5,3.45,-0.05,1.99,3.74,1.93,0.056,7.66,155,73,16.05
2022-07-12 01:40:00,-0.08,0.22,1.91,1.82,-0.09,1.95,3.31,1.92,0.027,8.23,167.4,75,15.99
2022-07-12 01:45:00,-0.06,0.22,0.94,0.84,-0.1,1.92,2.89,1.91,0.006,9.77,178.1,76,15.84
2022-07-12 01:50:00,-0.12,0.23,0.44,0.36,-0.08,1.92,2.79,1.92,0.006,9.93,180,77,15.46
2022-07-12 01:55:00,-0.23,0.23,0.52,0.47,-0.05,1.94,2.69,1.92,0.02,9.74,174.7,78,15.27
2022-07-12 02:00:00,-0.01,0.23,0.71,0.63,-0.08,Z/S,2.6,Z/S,Z/S,11.41,176.5,78,15.27
2022-07-12 02:05:00,Z/S,0.21,0.54,0.43,-0.11,Z/S,2.53,Z/S,Z/S,11.97,178.9,77,15.3
2022-07-12 02:10:00,Z/S,0.25,0.27,0.2,-0.07,Z/S,2.51,Z/S,Z/S,11.25,175,78,15.19
2022-07-12 02:15:00,Z/S,0.23,0.28,0.16,-0.11,Z/S,2.47,Z/S,Z/S,12.02,177.7,79,15.01
2022-07-12 02:20:00,Z/S,0.2,0.24,0.14,-0.1,Z/S,2.6,Z/S,Z/S,12.71,181,77,14.9
2022-07-12 02:25:00,Z/S,0.21,0.2,0.13,-0.08,Z/S,2.79,Z/S,Z/S,10.99,175.9,77,14.8
2022-07-12 02:30:00,Z/S,0.25,0.42,0.31,-0.12,Z/S,2.77,Z/S,Z/S,9.56,169.2,78,14.8
2022-07-12 02:35:00,Z/S,0.22,0.47,0.36,-0.11,Z/S,2.71,Z/S,Z/S,8.39,154.5,76,14.87
2022-07-12 02:40:00,Z/S,0.2,0.16,0.02,-0.14,Z/S,2.91,Z/S,Z/S,8.16,159.9,77,14.87
2022-07-12 02:45:00,Z/S,0.16,0.13,0.02,-0.11,Z/S,2.84,Z/S,Z/S,8.42,163.3,76,15.08
2022-07-12 02:50:00,Z/S,0.18,0.13,0.05,-0.09,Z/S,2.8,Z/S,Z/S,6.62,146.6,74,15.05
2022-07-12 02:55:00,Z/S,0.21,0.29,0.19,-0.1,Z/S,2.71,Z/S,Z/S,6.49,168.6,75,14.64
2022-07-12 03:00:00,Z/S,Z/S,0.16,0.02,-0.14,Z/S,2.65,Z/S,Z/S,8.2,178.4,77,14.57
2022-07-12 03:05:00,0,Z/S,0.11,0.01,-0.09,1.93,2.73,1.93,0,9.17,178.2,77,14.5
2022-07-12 03:10:00,0.06,Z/S,0.21,0.1,-0.12,1.93,2.79,1.93,0,9.52,172.1,77,14.42
2022-07-12 03:15:00,0.02,Z/S,0.35,0.28,-0.08,1.96,2.79,1.94,0.019,9.23,177.2,76,14.27
2022-07-12 03:20:00,-0.21,Z/S,0.57,0.47,-0.1,1.94,2.77,1.94,0.001,9.1,174.1,77,14.21
2022-07-12 03:25:00,-0.03,Z/S,0.63,0.5,-0.13,1.94,2.82,1.94,0,7.98,172.6,77,14.19
2022-07-12 03:30:00,-0.1,Z/S,0.59,0.48,-0.11,1.94,5.45,1.94,0,7.16,152,76,14.01
2022-07-12 03:35:00,-0.19,Z/S,0.49,0.4,-0.09,1.94,13.26,1.94,0,7.19,155.2,77,13.9
2022-07-12 03:40:00,0.06,Z/S,0.46,0.33,-0.13,1.94,14.03,1.94,0,7.46,165.7,77,13.99
2022-07-12 03:45:00,0.04,Z/S,0.33,0.21,-0.12,1.94,5.85,1.94,0,8.32,153.6,76,14.05
2022-07-12 03:50:00,0.06,Z/S,0.44,0.36,-0.09,1.94,3.45,1.94,0,8.67,154.4,76,14.1
2022-07-12 03:55:00,-0.15,Z/S,1.05,0.98,-0.07,1.96,8.51,1.95,0.006,7.41,141.2,75,14.1
2022-07-12 04:00:00,-0.14,Z/S,0.89,0.8,-0.09,1.95,23.3,1.95,0,8.85,143.7,75,14.1
2022-07-12 04:05:00,-0.16,0.22,0.96,0.93,-0.02,1.96,23.14,1.96,0,10.22,150.4,74,14.26
2022-07-12 04:10:00,-0.08,0.21,0.91,0.83,-0.07,1.95,8.12,1.95,0,10.04,150.7,74,14.31
2022-07-12 04:15:00,-0.15,0.25,0.69,0.63,-0.06,1.96,2.84,1.96,0,10.48,144.2,73,14.36
2022-07-12 04:20:00,0.13,0.23,0.71,0.63,-0.08,1.97,2.59,1.96,0.009,10.25,136.9,72,14.41
2022-07-12 04:25:00,0.1,0.23,0.71,0.63,-0.08,1.97,2.55,1.96,0.012,9.3,143.4,73,14.56
2022-07-12 04:30:00,-0.11,0.24,1.57,1.49,-0.08,1.96,2.79,1.96,0,11.82,161.2,72,14.88
2022-07-12 04:35:00,-0.21,0.26,2.25,2.25,0,1.98,2.9,1.98,0.006,10.92,176.1,71,14.89
2022-07-12 04:40:00,-0.08,0.26,3.33,3.44,0.11,1.99,3.04,1.99,0.002,11.31,174.5,72,14.64
2022-07-12 04:45:00,-0.21,0.31,4.64,4.94,0.3,2.04,3.09,2.02,0.019,10.6,180.1,72,14.48
2022-07-12 04:50:00,0.01,0.3,5.18,5.7,0.52,2.04,3.09,2.02,0.022,12.14,183.3,73,14.45
2022-07-12 04:55:00,0.06,0.3,5.27,5.84,0.57,2.04,3.14,2.03,0.008,13.53,181.8,72,14.48
2022-07-12 05:00:00,-0.1,0.27,4.58,5.13,0.55,2.02,3.19,2.02,0.004,12.07,173.8,72,14.47
